round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,eta
35,"(0.583, 1.739)","(0.427, 1.739)",1,2,9828516.60552849,461104.80039657315,1.739,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.75
36,"(0.841, 1.006)","(0.583, 1.446)",2,1,9971030.096308654,268824.0986312021,0.583,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,0.75
37,"(1.006, 1.184)","(0.427, 0.841)",1,1,10918277.955457976,270437.04322298936,1.006,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.75
38,"(1.184, 1.446)","(1.006, 1.446)",1,1,14357535.511427239,320197.4591760194,1.184,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.75
39,"(0.841, 1.446)","(0.583, 2.164)",2,2,19720075.02494531,692907.301656906,2.164,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.75
40,"(0.841, 1.006)","(0.841, 1.739)",2,1,25438896.782179452,582735.0406934579,0.841,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.75
41,"(0.427, 0.583)","(0.427, 0.841)",2,2,16128260.559901774,490080.1692231981,0.841,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.75
42,"(1.184, 2.164)","(1.006, 1.446)",1,1,26998708.17727557,580254.9203602665,1.184,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.75
43,"(1.006, 1.184)","(1.006, 1.446)",2,1,33100416.225339845,583736.449882428,1.006,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.75
44,"(0.841, 1.446)","(0.841, 1.006)",1,1,37850325.95367611,490922.354351122,0.841,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.75
45,"(0.649, 2.164)","(0.841, 2.164)",2,2,56870114.74539836,1062355.974815828,2.164,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.75
46,"(0.649, 1.184)","(0.583, 1.184)",1,1,52121460.16415759,689469.0276554724,0.649,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.75
47,"(0.583, 1.739)","(0.427, 0.841)",1,2,60513015.250586964,1198986.6390928666,1.739,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.75
48,"(0.583, 0.649)","(0.649, 1.006)",2,1,50074520.119860716,778142.3287712705,0.649,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,0.75
49,"(1.006, 2.164)","(1.184, 1.739)",1,2,79368114.38997923,1683899.9994610294,2.164,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.75
50,"(1.006, 1.184)","(0.427, 1.006)",1,2,86908085.25702725,1993737.5993618588,1.184,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,0.75
51,"(0.427, 2.164)","(0.583, 0.841)",1,1,112589424.45047882,851325.9549275137,0.427,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.75
52,"(1.006, 2.164)","(0.649, 2.164)",1,2,178454237.75400892,1842269.36646314,2.164,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.75
53,"(0.583, 2.164)","(1.006, 1.446)",2,2,218784895.48641494,2663921.5039057,1.446,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.75
54,"(0.649, 1.446)","(0.583, 1.184)",1,1,229177178.02201962,1728885.0560347994,0.649,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.75
55,"(1.184, 2.164)","(0.649, 1.006)",1,2,383642596.0088608,3741307.261259306,2.164,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,0.75
56,"(1.006, 1.184)","(0.583, 1.739)",1,1,420088642.62970257,3763755.104826862,1.006,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,0.75
57,"(0.583, 1.739)","(0.583, 2.164)",2,1,576991750.6518965,2194269.2261140603,0.583,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.75
58,"(0.841, 1.006)","(0.583, 1.006)",1,2,532851881.7270264,2207434.8414707445,1.006,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,0.75
59,"(0.427, 0.583)","(0.841, 1.739)",2,1,687378927.4278641,1856452.701676896,0.841,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.75
60,"(0.583, 1.446)","(0.583, 0.841)",1,2,697345921.875568,2684430.606624792,1.446,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.75
61,"(0.841, 1.184)","(1.006, 1.184)",2,1,763593784.453747,2700537.1902645407,1.006,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.75
62,"(0.583, 1.006)","(0.649, 1.184)",2,2,699833703.4518591,3197436.033273216,1.184,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,0.75
63,"(0.649, 1.184)","(0.649, 0.841)",1,1,641397589.2136289,2075135.985594317,0.649,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,0.75
64,"(0.649, 1.739)","(0.649, 1.446)",1,1,765828721.5210729,1346763.2546507118,0.649,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.75
65,"(0.427, 1.446)","(1.184, 1.446)",2,1,1007064768.8002108,1594567.6935064427,1.184,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,0.75
66,"(0.583, 1.739)","(1.739, 2.164)",2,1,1965286896.3136117,2772953.219007704,1.739,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,0.75
67,"(0.649, 1.446)","(0.427, 1.446)",1,2,2058638023.888508,4009690.35468514,1.446,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.75
68,"(1.446, 1.739)","(0.649, 1.446)",1,1,3278381053.042449,5798012.252874712,1.446,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.75
69,"(0.649, 1.446)","(0.427, 0.649)",1,2,3434104153.061965,8383925.717656834,1.446,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,0.75
70,"(1.446, 1.739)","(0.427, 1.006)",1,2,5468810863.75118,14579646.823005235,1.739,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,0.75
71,"(1.184, 1.739)","(0.427, 2.164)",1,2,7992667077.372349,25354005.825206105,1.739,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.75
72,"(0.649, 1.446)","(0.649, 1.739)",2,2,9543244490.382584,44090616.13003342,1.739,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.75
73,"(0.427, 1.739)","(0.583, 1.184)",1,1,10335333783.084337,18826693.08752427,0.427,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.75
74,"(1.006, 2.164)","(1.006, 1.184)",1,2,16381504046.188675,40740963.84140252,2.164,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.75
75,"(0.583, 2.164)","(1.006, 1.446)",2,1,20083723960.627316,40985409.62445094,1.006,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.75
76,"(0.841, 2.164)","(0.841, 1.006)",1,1,30175795250.84254,34468729.49416324,0.841,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.75
77,"(0.841, 1.184)","(0.583, 2.164)",2,1,41446454777.03223,20095269.295097165,0.583,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.75
78,"(0.583, 0.841)","(1.006, 2.164)",2,2,65692630821.59608,43486162.754590265,2.164,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,0.75
79,"(0.841, 1.006)","(0.583, 0.649)",1,1,60667144563.74397,36571862.87661041,0.841,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,0.75
80,"(0.427, 0.649)","(1.006, 1.184)",2,1,66430523297.29965,36791294.053870074,1.006,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.75
81,"(0.427, 1.446)","(0.841, 2.164)",2,1,99811861254.19272,30941478.29930473,0.841,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.75
82,"(0.649, 2.164)","(0.427, 0.649)",1,1,140385382854.02206,20081019.416248772,0.649,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,0.75
83,"(1.184, 1.739)","(0.427, 0.649)",1,2,205173237041.15326,34920892.764856614,1.739,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,0.75
84,"(0.583, 1.006)","(1.446, 2.164)",2,2,370337692859.2817,75568811.94314972,2.164,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,0.75
85,"(0.427, 2.164)","(1.006, 1.739)",2,1,508288483449.36414,76022224.8148086,1.006,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,0.75
86,"(0.649, 1.184)","(0.841, 1.006)",2,1,469404414465.4878,63934691.06925403,0.841,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.75
87,"(1.006, 1.446)","(0.583, 1.184)",1,1,575489812134.688,64318299.21566956,1.006,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.75
88,"(1.446, 1.739)","(0.841, 2.164)",1,1,916467525824.4906,93004260.66585818,1.446,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.75
89,"(0.649, 1.184)","(0.427, 1.446)",1,1,839942487418.1456,60359765.17214196,0.649,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.75
90,"(0.583, 1.739)","(0.583, 2.164)",2,2,1153661006468.823,130618531.83251521,2.164,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.75
91,"(0.841, 1.739)","(0.649, 2.164)",2,2,1622624205598.3997,282658502.88556296,2.164,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.75
92,"(0.583, 0.649)","(0.427, 2.164)",2,2,2102109658352.7268,611673000.2443583,2.164,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.75
93,"(0.427, 2.164)","(0.427, 1.446)",1,1,2723283062395.958,261184371.104341,0.427,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.75
94,"(1.006, 1.184)","(0.841, 1.739)",2,1,3513035150490.786,219656056.09875077,0.841,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.75
95,"(0.583, 1.006)","(0.841, 1.739)",2,2,4531815344133.114,381981881.5557276,1.739,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.75
96,"(1.006, 1.739)","(1.006, 2.164)",2,2,7182927320450.986,826608791.6865946,2.164,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,0.75
97,"(0.583, 1.739)","(0.583, 0.841)",1,2,8339378619043.596,1437472688.742988,1.739,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.75
98,"(0.649, 1.184)","(0.649, 1.006)",1,1,7643040504353.455,932919774.9941993,0.649,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,0.75
99,"(0.583, 1.184)","(0.649, 1.739)",2,2,9125790362198.025,1622347488.7149127,1.739,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.75
100,"(0.427, 1.184)","(0.427, 1.739)",2,1,9883230962260.46,692742377.6812677,0.427,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.75
101,"(0.583, 1.184)","(0.427, 1.446)",1,1,8731834555157.117,403868806.1881791,0.583,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.75
102,"(0.427, 1.006)","(1.184, 1.739)",2,1,12761576202362.127,478180666.52680403,1.184,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.75
103,"(1.006, 1.739)","(0.427, 2.164)",1,1,17515263337742.02,481049750.52596486,1.006,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.75
104,"(1.446, 2.164)","(0.649, 2.164)",1,2,31615050324624.348,1040991660.138188,2.164,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.75
