round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,eta
33,"(0.583, 0.841)","(1.006, 1.446)",2,2,1422934.7607307825,142110.53680404203,1.446,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.5
34,"(0.583, 0.649)","(0.649, 1.446)",2,2,1490524.1618654944,205491.83621864478,1.446,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.5
35,"(0.427, 0.841)","(1.006, 1.739)",2,2,2045744.4121603912,357350.3031842233,1.739,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.5
36,"(0.427, 1.006)","(0.427, 1.446)",2,1,1915839.6419882064,152588.57945966334,0.427,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.5
37,"(1.006, 1.739)","(0.841, 1.006)",1,2,2629489.9086288135,265351.53968035453,1.739,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.5
38,"(0.583, 0.841)","(0.583, 0.649)",1,1,1872196.814943715,154699.9476336467,0.583,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.5
39,"(0.427, 1.184)","(1.006, 1.446)",2,1,2295313.2951209946,155628.14731944856,1.006,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.5
40,"(1.184, 1.446)","(0.841, 1.006)",1,1,3018336.9830841077,184263.72642622708,1.184,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.5
41,"(0.841, 1.184)","(0.583, 1.006)",1,1,3056066.195372659,154965.79392445696,0.841,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.5
42,"(0.649, 1.184)","(0.841, 1.006)",2,1,2822277.1314266506,130326.2326904683,0.841,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.5
43,"(0.649, 1.739)","(0.841, 1.006)",1,2,3369798.8949234206,226637.31864872438,1.739,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.5
44,"(0.649, 1.184)","(0.649, 1.006)",1,2,3088420.687197315,268338.58528008964,1.184,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,1.5
45,"(0.583, 1.739)","(1.006, 1.446)",2,1,3786403.762503908,269948.61679177015,1.006,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.5
46,"(0.841, 1.006)","(1.006, 2.164)",2,2,6001449.963568694,584168.8067373907,2.164,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,1.5
47,"(0.583, 0.841)","(0.583, 1.184)",2,2,5302281.042812941,691655.8671770706,1.184,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.5
48,"(1.446, 1.739)","(1.184, 2.164)",1,2,8443882.560679609,1202789.5530209257,1.739,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,1.5
49,"(1.739, 2.164)","(0.583, 2.164)",1,1,16478236.81716626,2091651.0327033899,1.739,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.5
50,"(0.583, 1.006)","(0.583, 1.739)",2,1,19131232.94473003,1219432.5520660763,0.583,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.5
51,"(0.583, 0.841)","(0.649, 1.446)",2,1,20039966.509604704,791411.7262908835,0.649,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.5
52,"(1.446, 2.164)","(1.739, 2.164)",2,2,39107994.643493585,1712614.975693472,2.164,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,1.5
53,"(0.841, 1.006)","(0.427, 1.446)",1,1,36116233.053266324,1440309.19455821,0.841,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.5
54,"(0.583, 1.184)","(1.184, 1.446)",2,1,47492846.46504521,1705326.0863569204,1.184,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.5
55,"(0.427, 0.841)","(0.583, 1.006)",2,2,37733066.51647842,1715558.042875062,1.006,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.5
56,"(0.427, 2.164)","(1.184, 2.164)",2,2,63165153.34858487,3712467.604781634,2.164,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,1.5
57,"(0.841, 1.446)","(0.583, 1.446)",1,2,72229352.8541068,5368228.156514243,1.446,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.5
58,"(0.841, 2.164)","(0.583, 0.841)",1,1,108524602.66329546,4514679.879628479,0.841,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.5
59,"(0.583, 1.006)","(0.427, 1.739)",2,2,117532144.68434899,7851028.310673925,1.739,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,1.5
60,"(1.006, 1.739)","(1.006, 1.184)",1,2,161312868.579269,13652938.232261956,1.739,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.5
61,"(0.649, 1.184)","(0.427, 0.583)",1,2,147843244.05290002,16165078.866998155,1.184,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.5
62,"(0.427, 1.006)","(0.649, 0.841)",2,1,110143216.81941052,10491136.184681803,0.649,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.5
63,"(0.649, 1.184)","(1.184, 1.739)",2,2,160974311.38156846,18244085.82516166,1.739,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.5
64,"(0.583, 1.006)","(1.184, 1.739)",2,2,235263956.08416232,31726465.249956127,1.739,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.5
65,"(0.649, 1.446)","(0.649, 1.739)",2,2,280905163.5644898,55172323.06967371,1.739,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.5
66,"(1.006, 1.184)","(1.006, 1.446)",2,2,344389730.53006446,79779179.15874818,1.446,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.5
67,"(0.841, 1.739)","(0.649, 1.446)",1,1,444262752.38378316,67094289.67250722,0.841,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.5
68,"(0.841, 1.006)","(0.649, 1.006)",1,2,410276651.82642376,67496855.41054226,1.006,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,1.5
69,"(1.446, 1.739)","(0.649, 1.446)",1,2,653365568.0335798,117377031.558933,1.739,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.5
70,"(1.184, 2.164)","(0.427, 1.446)",1,2,1093733960.8882127,254003896.29353103,2.164,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.5
71,"(0.427, 1.446)","(0.427, 1.739)",2,1,1184513879.6419344,108459663.71733774,0.427,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,1.5
72,"(0.583, 1.184)","(0.427, 1.739)",1,2,1046518012.663649,128416241.84132788,1.184,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,1.5
73,"(0.649, 1.446)","(0.583, 2.164)",2,1,1437392490.3935218,74866668.99349415,0.583,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.5
74,"(0.583, 0.841)","(1.739, 2.164)",2,2,2805071445.0029583,162011471.70192134,2.164,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,1.5
75,"(0.841, 1.446)","(0.583, 1.739)",1,1,3207599197.3608828,136251647.70131585,0.841,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.5
76,"(0.841, 2.164)","(0.583, 1.184)",1,1,4819417794.034726,114587635.71680662,0.841,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.5
77,"(0.841, 2.164)","(0.427, 1.446)",1,1,7241175235.537176,96368201.63783437,0.841,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.5
78,"(0.583, 1.739)","(0.427, 1.184)",1,1,8407004448.458662,56182661.55485743,0.583,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.5
79,"(0.649, 2.164)","(0.841, 1.446)",1,2,11824451756.757109,121579279.60471149,2.164,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.5
80,"(0.583, 2.164)","(0.649, 0.841)",1,2,16240884487.905888,263097561.06459567,2.164,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.5
81,"(0.427, 0.841)","(0.649, 1.739)",2,1,19391616078.559628,170750317.1309226,0.649,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.5
82,"(0.583, 2.164)","(0.583, 1.006)",1,2,26634384683.901646,369503686.2713165,2.164,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.5
83,"(0.841, 1.446)","(0.841, 2.164)",2,2,40018162987.56222,799605977.0911291,2.164,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.5
84,"(0.427, 1.006)","(0.649, 1.446)",2,1,41919025729.47142,518944279.1321428,0.649,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.5
85,"(1.184, 1.739)","(0.583, 1.739)",1,2,61264656103.62248,902444101.4107964,1.739,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.5
86,"(1.446, 1.739)","(0.427, 2.164)",1,1,97563964845.0188,1304934170.6400115,1.446,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.5
87,"(0.841, 1.739)","(1.006, 1.739)",2,2,133906541749.7883,2269280522.74298,1.739,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.5
88,"(1.184, 1.446)","(0.841, 1.006)",1,2,176087102400.97162,3281379635.886349,1.446,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.5
89,"(0.427, 2.164)","(0.649, 1.739)",2,1,210248000266.7601,2129615383.6902406,0.649,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.5
90,"(0.427, 1.184)","(0.649, 2.164)",2,1,295713812375.1981,1382120384.0149662,0.649,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.5
91,"(1.006, 1.446)","(0.649, 2.164)",1,1,362545133971.99286,1390413106.319056,1.006,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.5
92,"(0.583, 2.164)","(1.006, 2.164)",2,1,574634037345.6086,1398755584.9569705,1.006,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,1.5
93,"(0.583, 1.739)","(0.649, 2.164)",2,1,808222773526.5986,907792374.6370739,0.649,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.5
94,"(1.006, 1.739)","(0.583, 1.446)",1,2,1109285756665.2566,1578650939.4938715,1.739,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.5
95,"(0.649, 2.164)","(0.649, 1.184)",1,1,1560210416749.6836,1024544459.7315226,0.649,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.5
96,"(0.841, 2.164)","(1.446, 2.164)",2,1,2816179802233.179,1481491288.7717817,1.446,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,1.5
97,"(0.649, 1.739)","(0.841, 1.739)",2,1,3632871944880.8013,1245934173.8570683,0.841,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.5
98,"(0.427, 2.164)","(0.649, 2.164)",2,1,5109634390474.848,808611278.8332374,0.649,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.5
99,"(0.649, 0.841)","(0.649, 2.164)",2,2,7186700770202.874,1749834807.3951259,2.164,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.5
100,"(0.583, 0.841)","(1.184, 1.739)",2,1,10503363175651.5,2071804411.955829,1.184,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.5
101,"(0.583, 0.841)","(0.427, 0.583)",1,1,7478394581063.867,1207861972.1702483,0.583,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.5
102,"(1.184, 1.739)","(0.649, 1.006)",1,2,10929673680224.842,2100471969.6040618,1.739,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,1.5
103,"(0.427, 0.649)","(0.427, 1.006)",2,1,7831111191881.1,896901531.0209343,0.427,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.5
104,"(1.006, 1.184)","(0.841, 1.446)",1,1,8575066755109.804,902282940.20706,1.006,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.5
