round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,eta
237,"(-241.5, 0.0)","(-305.5, 210.5)",2,1,27398.75,27027.0,-305.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
238,"(-407.0, 0.0)","(-305.5, -49.0)",2,2,27221.5,26978.0,-49.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
239,"(-407.0, 309.5)","(-241.5, 440.5)",2,1,27321.0,26736.5,-241.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.25
240,"(-305.5, 309.5)","(-241.5, 108.5)",1,2,27323.0,27046.0,309.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.25
241,"(-305.5, 108.5)","(210.5, 309.5)",2,2,27583.0,27355.5,309.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
242,"(-407.0, 108.5)","(-241.5, 0.0)",2,1,27462.25,27114.0,-241.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
243,"(210.5, 309.5)","(-241.5, -49.0)",1,1,27722.25,27324.5,210.5,309.5,210.5,99.0,260.0,0,1,0,2,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
244,"(-241.5, 440.5)","(-407.0, -241.5)",1,1,27821.75,27083.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.25
245,"(-241.5, 440.5)","(-407.0, 440.5)",1,1,27921.25,26841.5,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.25
246,"(-49.0, 210.5)","(-241.5, -49.0)",1,1,28002.0,26792.5,-49.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.25
247,"(309.5, 0.0)","(-49.0, 210.5)",1,1,28156.75,27102.0,309.5,309.5,0.0,309.5,154.75,0,0,0,1,0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
248,"(-241.5, 309.5)","(-49.0, 210.5)",2,1,28237.5,27053.0,-49.0,309.5,-241.5,551.0,34.0,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
249,"(-407.0, 0.0)","(-305.5, 108.5)",2,1,28139.0,26747.5,-305.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.25
250,"(210.5, 440.5)","(-241.5, 309.5)",1,1,28464.5,26958.0,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
251,"(-305.5, -49.0)","(-305.5, 440.5)",2,1,28532.0,26652.5,-305.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
252,"(-241.5, 210.5)","(440.5, 0.0)",2,1,28752.25,27093.0,440.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.25
253,"(-305.5, 440.5)","(108.5, 210.5)",2,1,28911.75,27201.5,108.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
254,"(309.5, 440.5)","(-49.0, 108.5)",1,2,29286.75,27642.0,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,108.5,-49.0,157.5,29.75,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
255,"(-241.5, 309.5)","(108.5, 309.5)",2,2,29495.75,27951.5,309.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
256,"(-305.5, 108.5)","(-49.0, 440.5)",2,2,29691.5,28392.0,440.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
257,"(-407.0, -49.0)","(-305.5, 440.5)",2,2,29759.0,28832.5,440.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
258,"(-241.5, -49.0)","(-49.0, 440.5)",2,1,29954.75,28783.5,-49.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
259,"(-305.5, 108.5)","(-241.5, -49.0)",1,1,29856.25,28478.0,-305.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.25
260,"(210.5, 309.5)","(-305.5, 440.5)",1,2,30116.25,28787.5,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,440.5,-305.5,746.0,67.5,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
261,"(-407.0, -305.5)","(-49.0, 309.5)",2,1,30246.5,28738.5,-49.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.25
262,"(-49.0, 440.5)","(-407.0, -241.5)",1,2,30442.25,29179.0,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.25
263,"(108.5, 309.5)","(440.5, 0.0)",2,1,30662.5,29619.5,440.5,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,0.0,440.5,220.25,0,0,0,1,0,1.0,0.0,2.0,0.0,,,,,0.25
264,"(-241.5, 108.5)","(309.5, 0.0)",2,1,30817.25,29929.0,309.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
265,"(309.5, 0.0)","(-49.0, 309.5)",1,2,30972.0,29929.0,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.25
266,"(-241.5, 210.5)","(210.5, 0.0)",2,1,31077.25,30139.5,210.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.25
267,"(-305.5, -241.5)","(-241.5, -49.0)",2,2,30932.0,30090.5,-49.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.25
268,"(-241.5, 309.5)","(-407.0, 210.5)",1,2,30966.0,30400.0,309.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.25
269,"(210.5, 309.5)","(-305.5, -241.5)",1,2,31226.0,30709.5,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
270,"(108.5, 309.5)","(-407.0, 108.5)",1,1,31435.0,30818.0,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
271,"(-241.5, 440.5)","(-305.5, -49.0)",1,2,31534.5,31258.5,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
272,"(108.5, 309.5)","(-241.5, -49.0)",1,2,31743.5,31568.0,309.5,309.5,108.5,201.0,209.0,0,1,0,2,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
273,"(-241.5, 210.5)","(-305.5, 440.5)",2,2,31811.0,32008.5,440.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
274,"(108.5, 309.5)","(-407.0, 0.0)",1,1,32020.0,32117.0,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,1.0,0.0,2.0,0.0,,,,,0.25
275,"(-49.0, 108.5)","(-305.5, 309.5)",1,1,32049.75,32068.0,-49.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.25
276,"(-241.5, 108.5)","(108.5, 210.5)",2,1,32209.25,32176.5,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
277,"(-241.5, 210.5)","(-241.5, 440.5)",2,1,32308.75,31935.0,-241.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.25
278,"(440.5, 0.0)","(-407.0, -241.5)",1,1,32529.0,32375.5,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.25
279,"(-49.0, 309.5)","(108.5, 309.5)",2,2,32738.0,32685.0,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
280,"(309.5, 440.5)","(-241.5, 210.5)",1,1,33113.0,32994.5,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
281,"(-407.0, 440.5)","(309.5, 0.0)",2,1,33267.75,33304.0,309.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
282,"(309.5, 0.0)","(-49.0, 210.5)",1,2,33422.5,33304.0,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
283,"(-305.5, 309.5)","(-241.5, 210.5)",1,1,33424.5,32998.5,-305.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.25
284,"(-305.5, 440.5)","(108.5, 309.5)",2,1,33633.5,33107.0,108.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
285,"(-241.5, 210.5)","(-241.5, 0.0)",1,2,33618.0,33317.5,210.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
286,"(-305.5, -241.5)","(-241.5, 0.0)",2,2,33497.25,33317.5,0.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
287,"(210.5, 0.0)","(-305.5, 210.5)",1,2,33602.5,33317.5,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
288,"(108.5, 210.5)","(-407.0, -305.5)",1,2,33762.0,33528.0,210.5,210.5,108.5,102.0,159.5,0,1,0,2,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
289,"(108.5, 309.5)","(-241.5, 0.0)",1,1,33971.0,33636.5,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,1.0,0.0,2.0,0.0,,,,,0.25
290,"(-241.5, 440.5)","(210.5, 0.0)",2,1,34076.25,33847.0,210.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.25
291,"(-241.5, 309.5)","(-305.5, -49.0)",1,2,34110.25,34156.5,309.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
292,"(-49.0, 108.5)","(108.5, 210.5)",2,2,34269.75,34367.0,210.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
293,"(-49.0, 440.5)","(-49.0, 0.0)",1,1,34465.5,34318.0,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.25
294,"(-305.5, 309.5)","(-407.0, -241.5)",1,2,34467.5,34627.5,309.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.25
295,"(-407.0, 210.5)","(-407.0, 0.0)",1,2,34369.25,34838.0,210.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.25
296,"(-49.0, 0.0)","(210.5, 309.5)",2,1,34629.25,35048.5,210.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,309.5,210.5,99.0,260.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
297,"(-407.0, -305.5)","(440.5, 0.0)",2,1,34849.5,35489.0,440.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.25
298,"(-407.0, 309.5)","(108.5, 0.0)",2,1,34903.75,35597.5,108.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.25
299,"(-49.0, 309.5)","(-407.0, 210.5)",1,2,35034.0,35907.0,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.25
300,"(-407.0, 210.5)","(-305.5, 210.5)",2,1,34986.5,35601.5,-305.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
301,"(-305.5, 210.5)","(309.5, 0.0)",2,1,35141.25,35911.0,309.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
302,"(-305.5, 0.0)","(-407.0, 0.0)",1,2,34988.5,35911.0,0.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.25
303,"(309.5, 440.5)","(-49.0, 108.5)",1,1,35363.5,36220.5,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,108.5,-49.0,157.5,29.75,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
304,"(440.5, 0.0)","(108.5, 0.0)",1,1,35583.75,36661.0,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.25
305,"(-49.0, 309.5)","(-407.0, 309.5)",1,2,35714.0,36970.5,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.25
306,"(-241.5, 440.5)","(-407.0, -49.0)",1,2,35813.5,37411.0,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.25
307,"(-305.5, 440.5)","(-407.0, -305.5)",1,1,35881.0,37105.5,-305.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.25
308,"(108.5, 0.0)","(-407.0, -305.5)",1,1,35935.25,37214.0,108.5,108.5,0.0,108.5,54.25,0,0,0,1,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.25
309,"(-241.5, 210.5)","(-305.5, -49.0)",1,1,35919.75,36972.5,-241.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
310,"(-49.0, 309.5)","(-407.0, -305.5)",1,2,36050.0,37282.0,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.25
311,"(-49.0, 210.5)","(-305.5, 108.5)",1,2,36130.75,37492.5,210.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.25
312,"(440.5, 0.0)","(-407.0, -49.0)",1,1,36351.0,37933.0,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.25
313,"(-305.5, 0.0)","(210.5, 0.0)",2,2,36456.25,37933.0,0.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.25
314,"(-305.5, 210.5)","(-305.5, -49.0)",1,1,36408.75,37627.5,-305.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
315,"(-305.5, 210.5)","(-407.0, 210.5)",1,2,36361.25,37838.0,210.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.25
316,"(-407.0, -49.0)","(-49.0, 210.5)",2,1,36442.0,37789.0,-49.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
317,"(-49.0, 108.5)","(-241.5, 309.5)",2,2,36476.0,38098.5,309.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.25
318,"(-407.0, 210.5)","(-49.0, 0.0)",2,1,36451.5,38049.5,-49.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.25
319,"(108.5, 0.0)","(-407.0, 210.5)",1,1,36505.75,38158.0,108.5,108.5,0.0,108.5,54.25,0,0,0,1,0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.25
320,"(-241.5, 309.5)","(440.5, 0.0)",2,1,36726.0,38598.5,440.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.25
321,"(309.5, 0.0)","(-241.5, 0.0)",1,2,36880.75,38598.5,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
322,"(210.5, 440.5)","(108.5, 440.5)",1,1,37206.25,38809.0,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.25
323,"(-241.5, -49.0)","(-407.0, 0.0)",1,1,37061.0,38567.5,-241.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.25
324,"(309.5, 440.5)","(210.5, 440.5)",1,2,37436.0,39008.0,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.25
325,"(108.5, 210.5)","(-407.0, 0.0)",1,2,37595.5,39218.5,210.5,210.5,108.5,102.0,159.5,0,1,0,2,0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,1.0,0.0,2.0,0.0,,,,,0.25
326,"(309.5, 440.5)","(309.5, 0.0)",1,1,37970.5,39528.0,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,0.0,309.5,154.75,0,0,0,1,0,1.0,0.0,2.0,0.0,,,,,0.25
327,"(-407.0, -49.0)","(-49.0, 440.5)",2,1,38166.25,39479.0,-49.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
328,"(-305.5, 440.5)","(-49.0, 210.5)",2,1,38247.0,39430.0,-49.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
329,"(-241.5, 210.5)","(309.5, 0.0)",2,1,38401.75,39739.5,309.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
330,"(210.5, 440.5)","(-407.0, -241.5)",1,1,38727.25,39950.0,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
331,"(-305.5, -49.0)","(108.5, 309.5)",2,1,38936.25,40058.5,108.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,108.5,201.0,209.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
332,"(-305.5, 309.5)","(309.5, 0.0)",2,1,39091.0,40368.0,309.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
333,"(-407.0, -241.5)","(309.5, 0.0)",2,2,39245.75,40368.0,0.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
334,"(-305.5, 309.5)","(-49.0, 440.5)",2,2,39441.5,40808.5,440.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
335,"(210.5, 309.5)","(108.5, 309.5)",1,2,39701.5,41118.0,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.25
336,"(-407.0, -241.5)","(-305.5, 440.5)",2,1,39769.0,40812.5,-305.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
337,"(-305.5, 210.5)","(-407.0, -49.0)",1,2,39721.5,41023.0,210.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.25
338,"(-407.0, -305.5)","(-305.5, -49.0)",2,2,39544.25,40974.0,-49.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
339,"(-407.0, 309.5)","(-241.5, 440.5)",2,1,39643.75,40732.5,-241.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.25
340,"(-305.5, 309.5)","(-407.0, 440.5)",2,2,39660.5,41173.0,440.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.25
341,"(-407.0, -241.5)","(-407.0, 108.5)",2,1,39511.25,40766.0,-407.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.25
342,"(-49.0, 108.5)","(210.5, 0.0)",2,1,39616.5,40976.5,210.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.25
343,"(-305.5, -241.5)","(210.5, 0.0)",2,2,39721.75,40976.5,0.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.25
344,"(-305.5, 210.5)","(-407.0, 309.5)",1,1,39674.25,40671.0,-305.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.25
345,"(-407.0, 309.5)","(-49.0, 210.5)",2,1,39755.0,40622.0,-49.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
346,"(-305.5, 108.5)","(-305.5, -49.0)",1,2,39656.5,40730.5,108.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
347,"(-407.0, 108.5)","(-305.5, 210.5)",2,2,39609.0,40941.0,210.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
348,"(108.5, 210.5)","(-305.5, 309.5)",1,2,39768.5,41151.5,210.5,210.5,108.5,102.0,159.5,0,1,0,2,0,309.5,-305.5,615.0,2.0,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
349,"(-407.0, -49.0)","(-305.5, 108.5)",2,1,39670.0,40846.0,-305.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.25
350,"(-407.0, -49.0)","(108.5, 440.5)",2,1,39944.5,40954.5,108.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,440.5,108.5,332.0,274.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
351,"(-49.0, 108.5)","(-407.0, 440.5)",1,1,39974.25,40905.5,-49.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.25
352,"(-407.0, 0.0)","(-305.5, 309.5)",2,2,39976.25,41215.0,309.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.25
353,"(108.5, 440.5)","(-407.0, 440.5)",1,2,40250.75,41655.5,440.5,440.5,108.5,332.0,274.5,0,1,0,2,0,440.5,-407.0,847.5,16.75,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
354,"(440.5, 0.0)","(-49.0, 108.5)",1,2,40471.0,41655.5,0.0,440.5,0.0,440.5,220.25,0,0,0,1,0,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.25
355,"(-407.0, 309.5)","(-49.0, 309.5)",2,2,40601.25,41965.0,309.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.25
