round,g1_a,g1_b,g2_a,g2_b,ee_choice,coin_flip,realized,wealth_expected,wealth_actual,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers
1,-305.5,210.5,210.5,309.5,2,1,210.5,1260.0,1210.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
2,210.5,309.5,-305.5,0.0,1,2,309.5,1520.0,1520.0,309.5,210.5,99.0,260.0,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
3,-407.0,210.5,-49.0,0.0,2,1,-49.0,1495.5,1471.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
4,-407.0,0.0,-49.0,210.5,2,2,210.5,1576.25,1681.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
5,-305.5,-241.5,-49.0,108.5,2,1,-49.0,1606.0,1632.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
6,-241.5,210.5,-49.0,210.5,2,2,210.5,1686.75,1843.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
7,210.5,440.5,-305.5,108.5,1,1,210.5,2012.25,2053.5,440.5,210.5,230.0,325.5,0,1,0,2,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
8,-407.0,440.5,108.5,210.5,2,1,108.5,2171.75,2162.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
9,440.5,0.0,-305.5,210.5,1,1,440.5,2392.0,2602.5,440.5,0.0,440.5,220.25,0,0,0,1,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
10,108.5,440.5,-241.5,440.5,1,2,440.5,2666.5,3043.0,440.5,108.5,332.0,274.5,0,1,0,2,0,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
11,309.5,440.5,-241.5,309.5,1,1,309.5,3041.5,3352.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
12,-407.0,210.5,309.5,0.0,2,2,0.0,3196.25,3352.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
13,210.5,0.0,309.5,0.0,2,1,309.5,3351.0,3662.0,210.5,0.0,210.5,105.25,0,0,0,1,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
14,-241.5,440.5,210.5,0.0,2,2,0.0,3456.25,3662.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,
15,-241.5,0.0,-407.0,440.5,2,1,-407.0,3473.0,3255.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
16,108.5,0.0,309.5,0.0,2,2,0.0,3627.75,3255.0,108.5,0.0,108.5,54.25,0,0,0,1,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
17,-407.0,-49.0,210.5,309.5,2,1,210.5,3887.75,3465.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
18,-241.5,440.5,-49.0,210.5,1,2,440.5,3987.25,3906.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
19,-305.5,-49.0,-305.5,0.0,2,2,0.0,3834.5,3906.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
20,-241.5,0.0,-407.0,-49.0,1,2,0.0,3713.75,3906.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
21,-49.0,440.5,-49.0,309.5,1,1,-49.0,3909.5,3857.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,
22,-305.5,108.5,-305.5,0.0,1,1,-305.5,3811.0,3551.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
23,108.5,0.0,-407.0,0.0,1,2,0.0,3865.25,3551.5,108.5,0.0,108.5,54.25,0,0,0,1,0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
24,108.5,309.5,-407.0,108.5,1,2,309.5,4074.25,3861.0,309.5,108.5,201.0,209.0,0,1,0,2,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
25,-305.5,440.5,-241.5,309.5,1,1,-305.5,4141.75,3555.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
26,440.5,0.0,108.5,0.0,1,1,440.5,4362.0,3996.0,440.5,0.0,440.5,220.25,0,0,0,1,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
27,-305.5,-241.5,-407.0,-49.0,2,1,-407.0,4134.0,3589.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
28,-241.5,108.5,-305.5,-49.0,1,1,-241.5,4067.5,3347.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
29,-305.5,309.5,-407.0,-305.5,1,2,309.5,4069.5,3657.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
30,-49.0,440.5,-305.5,210.5,1,1,-49.0,4265.25,3608.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
31,-241.5,210.5,210.5,0.0,2,2,0.0,4370.5,3608.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,
32,-241.5,0.0,-305.5,108.5,2,1,-305.5,4272.0,3302.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
33,108.5,0.0,-305.5,108.5,1,2,0.0,4326.25,3302.5,108.5,0.0,108.5,54.25,0,0,0,1,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
34,-407.0,-305.5,-49.0,108.5,2,1,-49.0,4356.0,3253.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
35,-305.5,0.0,-305.5,-49.0,1,2,0.0,4203.25,3253.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
36,-305.5,210.5,-241.5,-49.0,1,2,210.5,4155.75,3464.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
37,440.5,0.0,108.5,440.5,2,1,108.5,4430.25,3572.5,440.5,0.0,440.5,220.25,0,0,0,1,0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
38,-241.5,0.0,-407.0,0.0,1,2,0.0,4309.5,3572.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
39,210.5,440.5,-407.0,309.5,1,2,440.5,4635.0,4013.0,440.5,210.5,230.0,325.5,0,1,0,2,0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
40,-407.0,210.5,-241.5,-49.0,1,2,210.5,4536.75,4223.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
41,-49.0,309.5,-407.0,-305.5,1,2,309.5,4667.0,4533.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
42,-241.5,108.5,108.5,440.5,2,1,108.5,4941.5,4641.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
43,108.5,309.5,-305.5,-241.5,1,1,108.5,5150.5,4750.0,309.5,108.5,201.0,209.0,0,1,0,2,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
44,-407.0,210.5,-305.5,210.5,2,1,-305.5,5103.0,4444.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
45,-407.0,-49.0,-305.5,108.5,2,2,108.5,5004.5,4553.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
46,-407.0,210.5,-407.0,309.5,2,1,-407.0,4955.75,4146.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
47,309.5,0.0,-241.5,0.0,1,2,0.0,5110.5,4146.0,309.5,0.0,309.5,154.75,0,0,0,1,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
48,440.5,0.0,108.5,440.5,2,1,108.5,5385.0,4254.5,440.5,0.0,440.5,220.25,0,0,0,1,0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
49,-407.0,-49.0,-407.0,0.0,2,1,-407.0,5181.5,3847.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
50,210.5,0.0,309.5,0.0,2,1,309.5,5336.25,4157.0,210.5,0.0,210.5,105.25,0,0,0,1,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
51,-407.0,-49.0,309.5,0.0,2,1,309.5,5491.0,4466.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
52,-407.0,210.5,-49.0,108.5,2,1,-49.0,5520.75,4417.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
53,-305.5,309.5,-407.0,-305.5,1,2,309.5,5522.75,4727.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
54,210.5,440.5,-407.0,309.5,1,1,210.5,5848.25,4937.5,440.5,210.5,230.0,325.5,0,1,0,2,0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
55,-305.5,440.5,108.5,309.5,2,2,309.5,6057.25,5247.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
56,-241.5,210.5,108.5,210.5,2,2,210.5,6216.75,5457.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
57,-305.5,210.5,309.5,0.0,2,2,0.0,6371.5,5457.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
58,-305.5,108.5,-241.5,210.5,2,1,-241.5,6356.0,5216.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
59,-49.0,108.5,-407.0,210.5,1,1,-49.0,6385.75,5167.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
60,108.5,309.5,-305.5,-241.5,1,2,309.5,6594.75,5476.5,309.5,108.5,201.0,209.0,0,1,0,2,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
61,-305.5,108.5,-305.5,-241.5,1,2,108.5,6496.25,5585.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
62,-407.0,-241.5,-241.5,0.0,2,1,-241.5,6375.5,5343.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
63,-241.5,309.5,-49.0,210.5,2,2,210.5,6456.25,5554.0,309.5,-241.5,551.0,34.0,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
64,-407.0,108.5,108.5,309.5,2,1,108.5,6665.25,5662.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
65,-305.5,108.5,-407.0,-49.0,1,2,108.5,6566.75,5771.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
66,210.5,309.5,-305.5,210.5,1,1,210.5,6826.75,5981.5,309.5,210.5,99.0,260.0,0,1,0,2,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
67,-407.0,-49.0,-407.0,0.0,2,1,-407.0,6623.25,5574.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
68,-241.5,440.5,-305.5,309.5,1,2,440.5,6722.75,6015.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
69,-241.5,-49.0,-49.0,440.5,2,1,-49.0,6918.5,5966.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
70,-305.5,0.0,-305.5,-241.5,1,2,0.0,6765.75,5966.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
71,210.5,0.0,-407.0,-305.5,1,1,210.5,6871.0,6176.5,210.5,0.0,210.5,105.25,0,0,0,1,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
72,-407.0,-305.5,-241.5,108.5,2,2,108.5,6804.5,6285.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
73,440.5,0.0,-305.5,108.5,1,1,440.5,7024.75,6725.5,440.5,0.0,440.5,220.25,0,0,0,1,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
74,-49.0,440.5,-305.5,108.5,1,2,440.5,7220.5,7166.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
75,-241.5,440.5,-407.0,210.5,1,2,440.5,7320.0,7606.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
76,108.5,210.5,-305.5,440.5,1,2,210.5,7479.5,7817.0,210.5,108.5,102.0,159.5,0,1,0,2,0,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
77,-241.5,210.5,-241.5,309.5,2,2,309.5,7513.5,8126.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
78,-407.0,108.5,-305.5,210.5,2,1,-305.5,7466.0,7821.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
79,-305.5,-241.5,309.5,0.0,2,1,309.5,7620.75,8130.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
80,-241.5,-49.0,-407.0,440.5,2,2,440.5,7637.5,8571.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
81,210.5,0.0,210.5,309.5,2,1,210.5,7897.5,8781.5,210.5,0.0,210.5,105.25,0,0,0,1,0,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
82,-407.0,-305.5,-241.5,440.5,2,2,440.5,7997.0,9222.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,
83,-407.0,-305.5,-305.5,440.5,2,2,440.5,8064.5,9662.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
84,-407.0,309.5,309.5,440.5,2,1,309.5,8439.5,9972.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
85,-305.5,108.5,108.5,309.5,2,2,309.5,8648.5,10281.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
86,-407.0,210.5,108.5,210.5,2,1,108.5,8808.0,10390.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
87,210.5,440.5,-407.0,108.5,1,2,440.5,9133.5,10830.5,440.5,210.5,230.0,325.5,0,1,0,2,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
88,-241.5,440.5,-49.0,440.5,2,2,440.5,9329.25,11271.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
89,-407.0,0.0,309.5,0.0,2,2,0.0,9484.0,11271.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
90,210.5,0.0,108.5,309.5,2,2,309.5,9693.0,11580.5,210.5,0.0,210.5,105.25,0,0,0,1,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
91,-407.0,-305.5,-241.5,440.5,2,1,-241.5,9792.5,11339.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,
92,-305.5,-241.5,-241.5,108.5,2,1,-241.5,9726.0,11097.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
93,-407.0,0.0,-241.5,309.5,2,1,-241.5,9760.0,10856.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
94,440.5,0.0,108.5,0.0,1,2,0.0,9980.25,10856.0,440.5,0.0,440.5,220.25,0,0,0,1,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
95,210.5,309.5,-241.5,210.5,1,1,210.5,10240.25,11066.5,309.5,210.5,99.0,260.0,0,1,0,2,0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
96,-49.0,440.5,-407.0,309.5,1,1,-49.0,10436.0,11017.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
97,-407.0,108.5,108.5,0.0,2,2,0.0,10490.25,11017.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
98,-407.0,108.5,-49.0,210.5,2,2,210.5,10571.0,11228.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
99,210.5,0.0,-305.5,0.0,1,2,0.0,10676.25,11228.0,210.5,0.0,210.5,105.25,0,0,0,1,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
100,-305.5,309.5,-305.5,440.5,2,2,440.5,10743.75,11668.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
101,108.5,440.5,-305.5,0.0,1,2,440.5,11018.25,12109.0,440.5,108.5,332.0,274.5,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
102,309.5,440.5,-241.5,0.0,1,2,440.5,11393.25,12549.5,440.5,309.5,131.0,375.0,0,1,0,2,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
103,-49.0,210.5,-241.5,210.5,1,2,210.5,11474.0,12760.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
104,-407.0,108.5,-305.5,0.0,1,1,-407.0,11324.75,12353.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
105,108.5,440.5,-305.5,0.0,1,1,108.5,11599.25,12461.5,440.5,108.5,332.0,274.5,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
106,-407.0,309.5,-49.0,440.5,2,2,440.5,11795.0,12902.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
107,-241.5,210.5,-241.5,108.5,1,2,210.5,11779.5,13112.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
108,-305.5,0.0,309.5,440.5,2,1,309.5,12154.5,13422.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
109,-241.5,108.5,-407.0,210.5,1,2,108.5,12088.0,13530.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
110,-305.5,108.5,309.5,0.0,2,2,0.0,12242.75,13530.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
111,-241.5,108.5,440.5,0.0,2,2,0.0,12463.0,13530.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
112,-305.5,-49.0,-49.0,210.5,2,2,210.5,12543.75,13741.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
113,309.5,440.5,210.5,0.0,1,2,440.5,12918.75,14181.5,440.5,309.5,131.0,375.0,0,1,0,2,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
114,108.5,0.0,108.5,309.5,2,1,108.5,13127.75,14290.0,108.5,0.0,108.5,54.25,0,0,0,1,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
115,-305.5,440.5,-49.0,210.5,2,1,-49.0,13208.5,14241.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
116,-305.5,0.0,-407.0,-241.5,1,1,-305.5,13055.75,13935.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
117,108.5,309.5,-241.5,440.5,1,2,309.5,13264.75,14245.0,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
118,-407.0,-241.5,210.5,440.5,2,1,210.5,13590.25,14455.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
119,-407.0,-305.5,309.5,0.0,2,2,0.0,13745.0,14455.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
120,-305.5,440.5,-305.5,210.5,1,1,-305.5,13812.5,14150.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
121,309.5,440.5,309.5,0.0,1,1,309.5,14187.5,14459.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
122,-241.5,0.0,-305.5,440.5,2,1,-305.5,14255.0,14154.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
123,210.5,440.5,-305.5,210.5,1,1,210.5,14580.5,14364.5,440.5,210.5,230.0,325.5,0,1,0,2,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
124,-407.0,440.5,-305.5,309.5,1,2,440.5,14597.25,14805.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
125,-305.5,0.0,-241.5,-49.0,2,1,-241.5,14452.0,14563.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
126,-407.0,108.5,-305.5,-241.5,1,2,108.5,14302.75,14672.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
127,-305.5,309.5,-241.5,210.5,1,2,309.5,14304.75,14981.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
128,-305.5,440.5,-49.0,210.5,2,1,-49.0,14385.5,14932.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
129,-49.0,108.5,-49.0,210.5,2,1,-49.0,14466.25,14883.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
130,-407.0,0.0,108.5,210.5,2,2,210.5,14625.75,15094.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
131,-407.0,-49.0,-305.5,-241.5,1,2,-49.0,14397.75,15045.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
