round,g1_a,g1_b,g2_a,g2_b,ee_choice,coin_flip,realized,wealth_expected,wealth_actual,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers
236,0.841,2.164,0.427,0.649,1,2,2.164,1.4725866922794117e+29,1.901297513460635e+25,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2
237,0.649,1.739,0.583,1.739,1,2,1.739,1.7582685105816176e+29,3.3063563759080444e+25,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1
238,0.649,1.184,0.583,2.164,2,1,0.583,2.414981799283852e+29,1.9276057671543897e+25,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1
239,1.739,2.164,1.446,2.164,1,1,1.739,4.7128369813024374e+29,3.352106429081484e+25,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0
240,1.006,1.739,0.427,1.739,1,1,1.006,6.468368756837595e+29,3.372219067655973e+25,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1
241,0.583,2.164,1.006,2.164,2,1,1.006,1.0252364479587587e+30,3.392452382061909e+25,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0
242,0.841,1.184,0.841,2.164,2,2,2.164,1.540417763058035e+30,7.341266954781971e+25,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1
243,0.649,1.006,0.649,1.184,2,2,1.184,1.411792879842689e+30,8.692060074461853e+25,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
244,0.649,1.006,0.841,1.184,2,1,0.841,1.4294402908407224e+30,7.310022522622418e+25,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1
245,1.184,1.446,0.583,0.649,1,1,1.184,1.87971398245555e+30,8.655066666784942e+25,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
