round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,eta
11,"(0.649, 0.841)","(0.841, 2.164)",2,2,11148.511886110731,6008.035477324608,2.164,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.5
12,"(1.184, 1.739)","(1.006, 1.739)",1,1,16293.550121550834,7113.514005152336,1.184,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,0.5
13,"(0.427, 1.184)","(0.841, 1.446)",2,2,18631.674563993376,10286.141251450277,1.446,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,0.5
14,"(0.649, 1.739)","(0.841, 2.164)",2,1,27994.091032400047,8650.644792469682,0.841,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.5
15,"(0.649, 1.006)","(1.006, 2.164)",2,1,44370.63428635407,8702.5486612245,1.006,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,0.5
16,"(0.649, 2.164)","(1.006, 1.446)",1,2,62407.297123757,18832.31530288982,2.164,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.5
17,"(1.446, 1.739)","(1.006, 2.164)",1,1,99383.62066958303,27231.527927978677,1.446,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,0.5
18,"(1.006, 1.446)","(0.649, 1.184)",1,2,121844.3189409088,39376.78938385717,1.446,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,0.5
19,"(0.427, 0.841)","(0.583, 2.164)",2,1,167353.1720653382,22956.668210788728,0.583,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.5
20,"(1.006, 1.446)","(0.427, 1.184)",1,1,205174.98895210464,23094.40822005346,1.006,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,0.5
21,"(1.184, 1.739)","(0.841, 1.006)",1,2,299863.24635350093,40161.17589467297,1.739,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.5
22,"(0.583, 1.446)","(0.841, 2.164)",2,1,450544.52764613513,33775.548927419964,0.841,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.5
23,"(0.841, 2.164)","(1.184, 1.739)",2,2,658470.8271548265,58735.67958478332,1.739,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.5
24,"(1.184, 1.446)","(0.841, 1.446)",1,1,865889.1377085968,69543.04462838345,1.184,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,0.5
25,"(0.583, 1.739)","(0.583, 1.006)",1,1,1005297.2888796809,40543.59501834754,0.583,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,0.5
26,"(0.841, 1.184)","(0.583, 1.446)",1,1,1017863.5049906769,34097.16341043028,0.841,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,0.5
27,"(1.006, 2.164)","(0.583, 2.164)",1,2,1613313.6554102227,73786.26162017114,2.164,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.5
28,"(0.649, 2.164)","(0.427, 1.184)",1,2,2269125.6563344784,159673.47014605036,2.164,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,0.5
29,"(0.841, 1.739)","(0.841, 1.446)",1,1,2927172.0966714774,134285.38839282835,0.841,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,0.5
30,"(0.841, 1.006)","(0.427, 0.583)",1,2,2703243.4312761095,135091.10072318531,1.006,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,0.5
31,"(0.583, 1.446)","(0.841, 1.006)",1,1,2742440.461029613,78758.11172161704,0.583,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.5
32,"(1.739, 2.164)","(0.427, 1.446)",1,1,5351872.55969929,136960.35628389203,1.739,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.5
33,"(1.446, 1.739)","(0.649, 1.446)",1,2,8522857.051321121,238174.05957768825,1.739,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.5
34,"(0.649, 2.164)","(0.427, 0.841)",1,2,11987398.442683157,515408.6649261174,2.164,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.5
35,"(1.006, 1.184)","(0.427, 1.446)",1,1,13126201.294738056,518501.1169156741,1.006,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.5
36,"(0.427, 0.583)","(0.649, 1.184)",2,1,12030163.486627428,336507.2248782725,0.649,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,0.5
37,"(0.841, 1.184)","(0.583, 0.841)",1,1,12180540.53021027,283002.5761226272,0.841,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.5
38,"(0.427, 0.649)","(1.184, 2.164)",2,1,20390224.84757199,335075.05012919055,1.184,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,0.5
39,"(0.583, 0.841)","(0.427, 0.841)",1,2,14517840.091471257,281798.11715864926,0.841,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.5
40,"(0.841, 1.006)","(0.841, 1.739)",2,1,18728013.717997923,236992.21653042402,0.841,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.5
41,"(0.427, 0.649)","(0.427, 0.841)",2,2,11873560.697210684,199310.4541020866,0.841,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.5
42,"(0.427, 0.841)","(1.006, 1.184)",2,2,13001548.963445699,235983.57765687053,1.184,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.5
43,"(0.427, 2.164)","(1.184, 2.164)",2,1,21764592.9648081,279404.5559457347,1.184,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,0.5
44,"(0.649, 1.184)","(1.184, 1.739)",2,2,31808952.618067037,485884.5227896327,1.739,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.5
45,"(0.649, 1.739)","(1.184, 2.164)",2,2,53248186.68264422,1051454.1073167652,2.164,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,0.5
46,"(0.649, 1.184)","(0.427, 1.184)",1,2,48801963.09464342,1244921.66306305,1.184,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,0.5
47,"(1.184, 2.164)","(1.184, 1.446)",1,2,81694486.22043309,2694010.4788684403,2.164,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,0.5
48,"(0.583, 0.649)","(0.427, 1.446)",2,2,76506886.34543559,3895539.1524437643,1.446,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.5
49,"(1.006, 1.446)","(0.583, 1.184)",1,2,93797442.65950403,5632949.6144336825,1.446,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.5
50,"(1.446, 2.164)","(0.583, 2.164)",1,2,169304384.00040478,12189702.96563449,2.164,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,0.5
51,"(0.649, 1.184)","(1.739, 2.164)",2,2,330397505.37679,26378517.21763304,2.164,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,0.5
52,"(0.583, 0.649)","(0.427, 0.583)",1,1,203524863.31210262,15378675.537880061,0.583,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,0.5
53,"(1.446, 2.164)","(0.583, 1.184)",1,2,367362378.2783452,33279453.863972455,2.164,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.5
54,"(1.184, 1.446)","(0.583, 1.446)",1,1,483081527.43602395,39402873.37494338,1.184,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,0.5
55,"(0.649, 1.184)","(0.427, 1.739)",2,1,523177294.2132139,16825026.931100823,0.427,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.5
56,"(1.184, 1.446)","(0.583, 0.841)",1,2,687978141.8903763,24328988.94237179,1.446,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.5
57,"(1.006, 2.164)","(0.649, 0.841)",1,2,1090445354.8962464,52647932.07129256,2.164,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,0.5
58,"(0.583, 1.446)","(0.427, 2.164)",2,2,1412671957.2680874,113930125.0022771,2.164,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.5
59,"(0.841, 1.006)","(0.427, 1.739)",2,2,1529923729.7213385,198124487.3789599,1.739,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.5
60,"(1.006, 1.446)","(0.427, 0.841)",1,2,1875686492.638361,286488008.749976,1.446,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.5
61,"(0.649, 1.006)","(0.649, 2.164)",2,1,2638153051.895855,185930717.67873442,0.649,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.5
62,"(0.427, 1.184)","(0.583, 1.184)",2,2,2330808221.3499875,220141969.73162153,1.184,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.5
63,"(0.427, 1.446)","(1.446, 1.739)",2,2,3711812092.499855,382826885.3632899,1.739,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,0.5
64,"(0.649, 1.184)","(0.841, 2.164)",2,2,5576997668.981032,828437379.9261594,2.164,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.5
65,"(0.841, 1.006)","(0.649, 1.739)",2,1,6658935216.763352,537655859.5720775,0.649,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.5
66,"(0.427, 1.446)","(0.583, 1.006)",1,1,6236092830.498879,229579052.0372771,0.427,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,0.5
67,"(0.583, 1.184)","(0.427, 1.006)",1,1,5509588015.74576,133844587.33773254,0.583,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,0.5
68,"(0.427, 2.164)","(0.427, 0.841)",1,1,7137671274.398633,57151638.793211795,0.427,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.5
69,"(0.427, 1.446)","(1.184, 1.446)",2,2,9386037725.834202,82641269.69498426,1.446,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,0.5
70,"(0.649, 0.841)","(1.184, 1.739)",2,2,13717694136.306686,143713167.99957764,1.739,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.5
71,"(0.649, 1.446)","(0.427, 1.739)",1,2,14369284607.781252,207809240.92738926,1.446,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.5
72,"(0.427, 0.841)","(0.427, 2.164)",2,2,18615408209.38061,449699197.3668704,2.164,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.5
73,"(0.583, 0.841)","(1.184, 1.739)",2,1,27206419098.009766,532443849.68237454,1.184,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.5
74,"(1.184, 1.446)","(1.006, 1.739)",2,2,37340810212.0184,925919854.5976493,1.739,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,0.5
75,"(1.184, 1.446)","(0.841, 1.739)",1,2,49103165428.8042,1338880109.748201,1.446,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.5
76,"(0.583, 1.006)","(0.649, 1.739)",2,2,58629179521.99221,2328312510.8521214,1.739,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.5
77,"(1.006, 1.184)","(0.649, 2.164)",2,1,82461940997.68205,1511074819.543027,0.649,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.5
78,"(0.649, 1.739)","(0.427, 0.841)",1,1,98459557551.23236,980687557.8834245,0.649,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,0.5
79,"(1.446, 2.164)","(1.184, 1.446)",1,2,177719501379.97443,2122207875.2597308,2.164,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,0.5
80,"(0.841, 1.739)","(0.841, 1.184)",1,1,229258156780.16702,1784776823.0934336,0.841,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,0.5
81,"(1.446, 1.739)","(0.427, 1.006)",1,2,365093614672.416,3103726895.3594813,1.739,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,0.5
82,"(0.427, 1.006)","(1.739, 2.164)",2,2,712480189033.22,6716465001.557918,2.164,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,0.5
83,"(0.649, 0.841)","(0.649, 1.446)",2,1,746322998012.2979,4358985786.011088,0.649,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.5
84,"(0.583, 1.184)","(0.427, 1.006)",1,1,659376368743.8651,2541288713.2444644,0.583,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,0.5
85,"(0.841, 2.164)","(1.006, 1.739)",1,2,990712994037.6573,5499348775.461021,2.164,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,0.5
86,"(0.583, 1.446)","(0.427, 0.649)",1,2,1005078332451.2034,7952058329.316637,1.446,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,0.5
87,"(1.006, 2.164)","(1.184, 1.739)",1,2,1593049156935.1572,17208254224.641205,2.164,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.5
88,"(0.841, 1.184)","(0.649, 1.739)",2,1,1902100693380.5776,11168156991.792143,0.649,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.5
89,"(1.006, 1.446)","(0.649, 1.446)",1,1,2331975450084.5884,11235165933.742895,1.006,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.5
90,"(0.427, 1.006)","(1.006, 1.184)",2,1,2553513117842.624,11302576929.345352,1.006,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.5
91,"(0.841, 1.006)","(1.184, 1.739)",2,2,3731959421726.995,19655181280.13157,1.739,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,0.5
92,"(1.006, 2.164)","(1.006, 1.184)",1,2,5915155683437.287,42533812290.20472,2.164,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.5
93,"(0.427, 1.184)","(0.583, 0.841)",1,2,4764657903008.734,50360033751.60239,1.184,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,0.5
94,"(0.841, 1.739)","(1.739, 2.164)",2,2,9298229897721.547,108979113038.46758,2.164,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,0.5
95,"(0.841, 2.164)","(0.427, 2.164)",1,2,13970590421326.623,235830800615.24384,2.164,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.5
96,"(0.583, 1.184)","(0.841, 1.739)",2,2,18022061643511.344,410109762269.90906,1.739,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.5
97,"(0.427, 1.739)","(0.583, 1.739)",2,1,20923613568116.67,239093991403.35696,0.583,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,0.5
98,"(0.427, 1.446)","(0.649, 0.841)",1,1,19594964106541.26,102093134329.23343,0.427,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,0.5
99,"(1.739, 2.164)","(1.184, 2.164)",1,1,38239572453915.27,177539960598.53696,1.739,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,0.5
100,"(0.583, 1.446)","(1.446, 1.739)",2,2,60896519132860.07,308741991480.8558,1.739,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,0.5
101,"(0.841, 1.184)","(0.583, 1.184)",1,1,61657725622020.82,259652014835.3997,0.841,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,0.5
102,"(1.184, 1.739)","(0.583, 1.006)",1,1,90112765996583.44,307427985565.1132,1.184,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,0.5
103,"(0.583, 1.446)","(0.649, 1.739)",2,1,107594642599920.62,199520762631.75848,0.649,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.5
104,"(0.427, 1.184)","(1.184, 2.164)",2,2,180113431712267.12,431762930335.12537,2.164,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,0.5
