round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,eta
12,"(108.5, 0.0)","(108.5, 210.5)",2,2,2267.75,2176.5,210.5,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
13,"(-241.5, 210.5)","(-407.0, -305.5)",1,2,2252.25,2387.0,210.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0
14,"(-49.0, 440.5)","(-305.5, 440.5)",1,2,2448.0,2827.5,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0
15,"(-49.0, 0.0)","(-305.5, 440.5)",2,1,2515.5,2522.0,-305.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0
16,"(-407.0, -305.5)","(-49.0, 108.5)",2,2,2545.25,2630.5,108.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,1.0
17,"(210.5, 0.0)","(-49.0, 440.5)",2,1,2741.0,2581.5,-49.0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0
18,"(-305.5, 210.5)","(309.5, 0.0)",2,2,2895.75,2581.5,0.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0
19,"(-49.0, 440.5)","(-305.5, 0.0)",1,1,3091.5,2532.5,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0
20,"(108.5, 0.0)","(309.5, 0.0)",2,2,3246.25,2532.5,0.0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0
21,"(-305.5, 108.5)","(-407.0, -49.0)",1,2,3147.75,2641.0,108.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,1.0
22,"(-305.5, -49.0)","(-49.0, 309.5)",2,1,3278.0,2592.0,-49.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,1.0
23,"(-407.0, 108.5)","(440.5, 0.0)",2,1,3498.25,3032.5,440.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,1.0
24,"(-241.5, 440.5)","(-241.5, 309.5)",1,2,3597.75,3473.0,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0
25,"(-49.0, 0.0)","(-241.5, 309.5)",2,1,3631.75,3231.5,-241.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0
26,"(-49.0, 440.5)","(-407.0, 108.5)",1,2,3827.5,3672.0,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0
27,"(210.5, 0.0)","(-241.5, 309.5)",1,1,3932.75,3882.5,210.5,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0
28,"(-305.5, 210.5)","(-49.0, 210.5)",2,1,4013.5,3833.5,-49.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,1.0
29,"(-49.0, 210.5)","(-305.5, 210.5)",1,2,4094.25,4044.0,210.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,1.0
30,"(-241.5, 0.0)","(-407.0, 440.5)",2,1,4111.0,3637.0,-407.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0
31,"(-241.5, 210.5)","(-407.0, 440.5)",2,2,4127.75,4077.5,440.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0
32,"(-305.5, -241.5)","(108.5, 440.5)",2,2,4402.25,4518.0,440.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
33,"(108.5, 210.5)","(-305.5, 440.5)",1,2,4561.75,4728.5,210.5,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0
34,"(-49.0, 309.5)","(-305.5, 210.5)",1,1,4692.0,4679.5,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,1.0
35,"(-305.5, 309.5)","(-407.0, 108.5)",1,1,4694.0,4374.0,-305.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0
36,"(-49.0, 309.5)","(108.5, 309.5)",2,1,4903.0,4482.5,108.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
37,"(309.5, 0.0)","(-49.0, 108.5)",1,2,5057.75,4482.5,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,1.0
38,"(-49.0, 0.0)","(108.5, 210.5)",2,2,5217.25,4693.0,210.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
39,"(108.5, 309.5)","(-407.0, 440.5)",1,2,5426.25,5002.5,309.5,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0
40,"(-305.5, -241.5)","(108.5, 440.5)",2,1,5700.75,5111.0,108.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
41,"(-305.5, 309.5)","(-407.0, 440.5)",2,2,5717.5,5551.5,440.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0
42,"(-49.0, 440.5)","(-49.0, 210.5)",1,1,5913.25,5502.5,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,1.0
43,"(-407.0, 0.0)","(210.5, 440.5)",2,2,6238.75,5943.0,440.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
44,"(210.5, 309.5)","(309.5, 0.0)",1,1,6498.75,6153.5,210.5,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0
45,"(-407.0, -305.5)","(309.5, 0.0)",2,2,6653.5,6153.5,0.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0
46,"(309.5, 440.5)","(309.5, 0.0)",1,1,7028.5,6463.0,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0
47,"(-241.5, -49.0)","(-407.0, 210.5)",2,2,6930.25,6673.5,210.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,1.0
48,"(-49.0, 108.5)","(-305.5, 210.5)",1,1,6960.0,6624.5,-49.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,1.0
49,"(440.5, 0.0)","(-49.0, 440.5)",1,1,7180.25,7065.0,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0
50,"(108.5, 0.0)","(210.5, 0.0)",2,2,7285.5,7065.0,0.0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0
51,"(-49.0, 309.5)","(309.5, 0.0)",2,2,7440.25,7065.0,0.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0
52,"(-241.5, 108.5)","(-407.0, 309.5)",2,1,7391.5,6658.0,-407.0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,1.0
53,"(-305.5, 440.5)","(-49.0, 309.5)",2,2,7521.75,6967.5,309.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,1.0
54,"(108.5, 210.5)","(-241.5, 210.5)",1,1,7681.25,7076.0,108.5,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,1.0
55,"(-305.5, -241.5)","(-49.0, 210.5)",2,2,7762.0,7286.5,210.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,1.0
56,"(-407.0, 309.5)","(-305.5, -49.0)",1,2,7713.25,7596.0,309.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,1.0
57,"(-407.0, 440.5)","(210.5, 309.5)",2,2,7973.25,7905.5,309.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
58,"(-407.0, 210.5)","(-241.5, 0.0)",1,1,7875.0,7498.5,-407.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0
59,"(108.5, 0.0)","(-407.0, -241.5)",1,1,7929.25,7607.0,108.5,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,1.0
60,"(-407.0, 0.0)","(-407.0, -241.5)",1,2,7725.75,7607.0,0.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,1.0
61,"(-49.0, 440.5)","(-407.0, -49.0)",1,1,7921.5,7558.0,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,1.0
62,"(440.5, 0.0)","(-407.0, 108.5)",1,1,8141.75,7998.5,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0
63,"(-305.5, 0.0)","(-305.5, 108.5)",2,1,8043.25,7693.0,-305.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0
64,"(-407.0, 0.0)","(-407.0, -241.5)",1,1,7839.75,7286.0,-407.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,1.0
65,"(-49.0, 210.5)","(309.5, 440.5)",2,1,8214.75,7595.5,309.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
66,"(-305.5, -49.0)","(-305.5, 108.5)",2,2,8116.25,7704.0,108.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0
67,"(-407.0, -241.5)","(-407.0, 440.5)",2,1,8133.0,7297.0,-407.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0
68,"(-305.5, 0.0)","(-407.0, -305.5)",1,1,7980.25,6991.5,-305.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0
69,"(-241.5, 309.5)","(108.5, 210.5)",2,2,8139.75,7202.0,210.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
70,"(-49.0, 0.0)","(108.5, 440.5)",2,1,8414.25,7310.5,108.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
71,"(-407.0, 440.5)","(108.5, 210.5)",2,2,8573.75,7521.0,210.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
72,"(-407.0, 108.5)","(-305.5, 210.5)",2,1,8526.25,7215.5,-305.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,1.0
73,"(-241.5, 440.5)","(-305.5, 309.5)",1,1,8625.75,6974.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0
74,"(-305.5, 0.0)","(-49.0, 210.5)",2,2,8706.5,7184.5,210.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,1.0
75,"(-49.0, 210.5)","(-407.0, 210.5)",1,1,8787.25,7135.5,-49.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,1.0
76,"(210.5, 0.0)","(-49.0, 0.0)",1,2,8892.5,7135.5,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,1.0
77,"(-407.0, -49.0)","(-305.5, -49.0)",2,1,8715.25,6830.0,-305.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,1.0
78,"(108.5, 440.5)","(-49.0, 108.5)",1,1,8989.75,6938.5,108.5,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,1.0
79,"(309.5, 440.5)","(210.5, 309.5)",1,1,9364.75,7248.0,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
80,"(210.5, 440.5)","(-49.0, 440.5)",1,2,9690.25,7688.5,440.5,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0
81,"(-49.0, 108.5)","(309.5, 440.5)",2,1,10065.25,7998.0,309.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
82,"(-241.5, 210.5)","(108.5, 309.5)",2,2,10274.25,8307.5,309.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
83,"(-49.0, 108.5)","(-305.5, -241.5)",1,1,10304.0,8258.5,-49.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0
84,"(-407.0, -49.0)","(309.5, 440.5)",2,1,10679.0,8568.0,309.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
85,"(-407.0, 0.0)","(-49.0, 309.5)",2,2,10809.25,8877.5,309.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,1.0
86,"(-49.0, 210.5)","(-305.5, 309.5)",1,2,10890.0,9088.0,210.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0
87,"(-241.5, 440.5)","(-407.0, -241.5)",1,2,10989.5,9528.5,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,1.0
88,"(-407.0, 440.5)","(-305.5, -241.5)",1,2,11006.25,9969.0,440.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0
89,"(-241.5, 210.5)","(-241.5, 0.0)",1,1,10990.75,9727.5,-241.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0
90,"(210.5, 440.5)","(108.5, 309.5)",1,1,11316.25,9938.0,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
91,"(-305.5, 210.5)","(-49.0, 108.5)",2,2,11346.0,10046.5,108.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,1.0
92,"(-241.5, 0.0)","(309.5, 0.0)",2,1,11500.75,10356.0,309.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0
93,"(-407.0, 309.5)","(-407.0, -241.5)",1,1,11452.0,9949.0,-407.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,1.0
94,"(108.5, 0.0)","(-305.5, 108.5)",1,1,11506.25,10057.5,108.5,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0
95,"(-407.0, 210.5)","(-305.5, 309.5)",2,1,11508.25,9752.0,-305.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0
96,"(-407.0, 309.5)","(-305.5, -241.5)",1,2,11459.5,10061.5,309.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0
97,"(210.5, 440.5)","(108.5, 440.5)",1,2,11785.0,10502.0,440.5,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
98,"(-241.5, 440.5)","(-305.5, 309.5)",1,1,11884.5,10260.5,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0
99,"(309.5, 0.0)","(-305.5, 309.5)",1,2,12039.25,10260.5,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0
100,"(-241.5, 440.5)","(108.5, 440.5)",2,1,12313.75,10369.0,108.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
101,"(309.5, 0.0)","(-407.0, 0.0)",1,2,12468.5,10369.0,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,1.0
102,"(-241.5, 108.5)","(108.5, 309.5)",2,2,12677.5,10678.5,309.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
103,"(-241.5, 108.5)","(-407.0, 440.5)",2,2,12694.25,11119.0,440.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0
104,"(210.5, 309.5)","(-49.0, 0.0)",1,1,12954.25,11329.5,210.5,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,1.0
105,"(-305.5, -241.5)","(108.5, 440.5)",2,2,13228.75,11770.0,440.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0
106,"(-305.5, 309.5)","(-305.5, 108.5)",1,2,13230.75,12079.5,309.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0
107,"(-305.5, 0.0)","(-305.5, 108.5)",2,2,13132.25,12188.0,108.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0
108,"(-241.5, 440.5)","(-305.5, 0.0)",1,2,13231.75,12628.5,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0
109,"(-407.0, 108.5)","(-305.5, 210.5)",2,2,13184.25,12839.0,210.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,1.0
110,"(309.5, 440.5)","(210.5, 0.0)",1,2,13559.25,13279.5,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0
111,"(-305.5, -49.0)","(-305.5, 440.5)",2,1,13626.75,12974.0,-305.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0
112,"(-305.5, 440.5)","(-407.0, -305.5)",1,1,13694.25,12668.5,-305.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0
113,"(210.5, 440.5)","(-407.0, 309.5)",1,2,14019.75,13109.0,440.5,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,1.0
114,"(-407.0, 108.5)","(-407.0, 210.5)",2,1,13921.5,12702.0,-407.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,1.0
115,"(-49.0, 309.5)","(-49.0, 0.0)",1,1,14051.75,12653.0,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,1.0
116,"(210.5, 0.0)","(-241.5, 0.0)",1,1,14157.0,12863.5,210.5,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0
117,"(-305.5, 0.0)","(-241.5, 210.5)",2,1,14141.5,12622.0,-241.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,1.0
