round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,eta
104,"(210.5, 0.0)","(-305.5, 210.5)",1,2,13113.5,11792.5,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.75
105,"(-305.5, -49.0)","(309.5, 440.5)",2,1,13488.5,12102.0,309.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
106,"(-305.5, -49.0)","(-241.5, 210.5)",2,2,13473.0,12312.5,210.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.75
107,"(-305.5, -49.0)","(210.5, 0.0)",2,1,13578.25,12523.0,210.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.75
108,"(440.5, 0.0)","(-241.5, 440.5)",1,2,13798.5,12523.0,0.0,440.5,0.0,440.5,220.25,0,0,0,1,0,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.75
109,"(108.5, 0.0)","(210.5, 0.0)",2,1,13903.75,12733.5,210.5,108.5,0.0,108.5,54.25,0,0,0,1,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.75
110,"(-241.5, 0.0)","(108.5, 0.0)",2,1,13958.0,12842.0,108.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.75
111,"(108.5, 440.5)","(-305.5, 0.0)",1,2,14232.5,13282.5,440.5,440.5,108.5,332.0,274.5,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0,0.75
112,"(-49.0, 0.0)","(210.5, 0.0)",2,1,14337.75,13493.0,210.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.75
113,"(-305.5, 108.5)","(-241.5, 309.5)",2,1,14371.75,13251.5,-241.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.75
114,"(-305.5, 108.5)","(309.5, 0.0)",2,2,14526.5,13251.5,0.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.75
115,"(-241.5, 440.5)","(108.5, 0.0)",1,2,14626.0,13692.0,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.75
116,"(-407.0, -305.5)","(-407.0, 440.5)",2,1,14642.75,13285.0,-407.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.75
117,"(-305.5, 440.5)","(309.5, 440.5)",2,1,15017.75,13594.5,309.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
118,"(-241.5, -49.0)","(309.5, 0.0)",2,2,15172.5,13594.5,0.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.75
119,"(-241.5, 210.5)","(-49.0, 309.5)",2,2,15302.75,13904.0,309.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.75
120,"(-305.5, 440.5)","(-407.0, -49.0)",1,1,15370.25,13598.5,-305.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.75
121,"(-49.0, 210.5)","(-407.0, -305.5)",1,1,15451.0,13549.5,-49.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.75
122,"(-241.5, 210.5)","(-241.5, 309.5)",2,2,15485.0,13859.0,309.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.75
123,"(210.5, 440.5)","(-49.0, 0.0)",1,1,15810.5,14069.5,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0,0.75
124,"(-241.5, 210.5)","(-407.0, 210.5)",1,1,15795.0,13828.0,-241.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.75
125,"(-305.5, -49.0)","(-49.0, 210.5)",2,1,15875.75,13779.0,-49.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.75
126,"(-241.5, 309.5)","(-305.5, 440.5)",2,1,15943.25,13473.5,-305.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.75
127,"(-241.5, 440.5)","(-305.5, 210.5)",1,1,16042.75,13232.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.75
128,"(-407.0, 108.5)","(-241.5, 0.0)",2,1,15922.0,12990.5,-241.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.75
129,"(-241.5, 108.5)","(-305.5, -241.5)",1,2,15855.5,13099.0,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.75
130,"(-407.0, 309.5)","(-49.0, 210.5)",2,1,15936.25,13050.0,-49.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.75
131,"(-407.0, 210.5)","(-407.0, 309.5)",2,2,15887.5,13359.5,309.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.75
132,"(108.5, 210.5)","(309.5, 440.5)",2,2,16262.5,13800.0,440.5,210.5,108.5,102.0,159.5,0,1,0,2,0,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.75
133,"(-407.0, 309.5)","(-241.5, 309.5)",2,1,16296.5,13558.5,-241.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.75
134,"(-241.5, 440.5)","(-407.0, 108.5)",1,2,16396.0,13999.0,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.75
135,"(108.5, 440.5)","(108.5, 309.5)",1,2,16670.5,14439.5,440.5,440.5,108.5,332.0,274.5,0,1,0,2,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.75
136,"(-407.0, -305.5)","(440.5, 0.0)",2,1,16890.75,14880.0,440.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.75
137,"(108.5, 440.5)","(-241.5, -49.0)",1,2,17165.25,15320.5,440.5,440.5,108.5,332.0,274.5,0,1,0,2,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0,0.75
138,"(-241.5, 108.5)","(-49.0, 108.5)",2,2,17195.0,15429.0,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.75
139,"(-407.0, -305.5)","(108.5, 210.5)",2,2,17354.5,15639.5,210.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
140,"(-407.0, -305.5)","(108.5, 0.0)",2,1,17408.75,15748.0,108.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.75
141,"(-407.0, 309.5)","(-407.0, 0.0)",1,1,17360.0,15341.0,-407.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.75
142,"(-407.0, -49.0)","(210.5, 0.0)",2,1,17465.25,15551.5,210.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.75
143,"(-407.0, 440.5)","(-407.0, -49.0)",1,1,17482.0,15144.5,-407.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.75
144,"(-305.5, -49.0)","(108.5, 210.5)",2,2,17641.5,15355.0,210.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
145,"(-241.5, 108.5)","(-241.5, 309.5)",2,1,17675.5,15113.5,-241.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.75
146,"(-49.0, 440.5)","(-241.5, 108.5)",1,1,17871.25,15064.5,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.75
147,"(-407.0, 309.5)","(108.5, 0.0)",2,2,17925.5,15064.5,0.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.75
148,"(-49.0, 0.0)","(108.5, 440.5)",2,2,18200.0,15505.0,440.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
149,"(-305.5, 309.5)","(-407.0, -49.0)",1,2,18202.0,15814.5,309.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.75
150,"(-407.0, -241.5)","(-241.5, -49.0)",2,1,18056.75,15573.0,-241.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.75
151,"(-407.0, 440.5)","(-407.0, 0.0)",1,1,18073.5,15166.0,-407.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.75
152,"(-305.5, -241.5)","(309.5, 0.0)",2,1,18228.25,15475.5,309.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.75
153,"(-305.5, -49.0)","(309.5, 440.5)",2,1,18603.25,15785.0,309.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
154,"(-407.0, 0.0)","(-49.0, 210.5)",2,2,18684.0,15995.5,210.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.75
155,"(108.5, 210.5)","(108.5, 309.5)",2,1,18893.0,16104.0,108.5,210.5,108.5,102.0,159.5,0,1,0,2,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.75
156,"(-49.0, 440.5)","(-305.5, 210.5)",1,2,19088.75,16544.5,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.75
157,"(-407.0, 108.5)","(210.5, 309.5)",2,1,19348.75,16755.0,210.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
158,"(-241.5, -49.0)","(440.5, 0.0)",2,2,19569.0,16755.0,0.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.75
159,"(309.5, 0.0)","(-407.0, 108.5)",1,2,19723.75,16755.0,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.75
160,"(-49.0, 210.5)","(210.5, 309.5)",2,2,19983.75,17064.5,309.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
161,"(-305.5, 309.5)","(-407.0, -241.5)",1,1,19985.75,16759.0,-305.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.75
162,"(-407.0, 440.5)","(108.5, 0.0)",2,2,20040.0,16759.0,0.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.75
163,"(440.5, 0.0)","(-241.5, 210.5)",1,2,20260.25,16759.0,0.0,440.5,0.0,440.5,220.25,0,0,0,1,0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.75
164,"(-407.0, 0.0)","(108.5, 0.0)",2,2,20314.5,16759.0,0.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.75
165,"(-241.5, -49.0)","(-241.5, 108.5)",2,2,20248.0,16867.5,108.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.75
166,"(309.5, 440.5)","(-49.0, 440.5)",1,2,20623.0,17308.0,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.75
167,"(440.5, 0.0)","(-407.0, -49.0)",1,2,20843.25,17308.0,0.0,440.5,0.0,440.5,220.25,0,0,0,1,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.75
168,"(-407.0, 440.5)","(-241.5, 108.5)",1,1,20860.0,16901.0,-407.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.75
169,"(-241.5, 108.5)","(-407.0, -49.0)",1,2,20793.5,17009.5,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.75
170,"(-241.5, 108.5)","(210.5, 309.5)",2,2,21053.5,17319.0,309.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
171,"(-305.5, 440.5)","(-241.5, 309.5)",1,2,21121.0,17759.5,440.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.75
172,"(-49.0, 309.5)","(-407.0, 309.5)",1,1,21251.25,17710.5,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.75
173,"(-49.0, 309.5)","(-241.5, 440.5)",1,2,21381.5,18020.0,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.75
174,"(-407.0, -49.0)","(-407.0, -241.5)",1,2,21153.5,17971.0,-49.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.75
175,"(108.5, 210.5)","(-407.0, -305.5)",1,1,21313.0,18079.5,108.5,210.5,108.5,102.0,159.5,0,1,0,2,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0,0.75
176,"(-305.5, 440.5)","(-241.5, 0.0)",1,1,21380.5,17774.0,-305.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.75
177,"(210.5, 309.5)","(-305.5, -49.0)",1,1,21640.5,17984.5,210.5,309.5,210.5,99.0,260.0,0,1,0,2,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0,0.75
178,"(108.5, 210.5)","(-407.0, 108.5)",1,2,21800.0,18195.0,210.5,210.5,108.5,102.0,159.5,0,1,0,2,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.75
179,"(-305.5, 210.5)","(-305.5, 309.5)",2,2,21802.0,18504.5,309.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.75
180,"(210.5, 0.0)","(-49.0, 108.5)",1,2,21907.25,18504.5,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.75
181,"(-305.5, -49.0)","(-407.0, 309.5)",2,2,21858.5,18814.0,309.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.75
182,"(440.5, 0.0)","(108.5, 210.5)",1,1,22078.75,19254.5,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
183,"(-407.0, 309.5)","(-241.5, 309.5)",2,1,22112.75,19013.0,-241.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.75
184,"(-407.0, 440.5)","(-49.0, 108.5)",2,1,22142.5,18964.0,-49.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.75
185,"(-49.0, 440.5)","(-49.0, 108.5)",1,1,22338.25,18915.0,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.75
186,"(-305.5, 309.5)","(-407.0, 210.5)",1,2,22340.25,19224.5,309.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.75
187,"(-305.5, -49.0)","(108.5, 309.5)",2,1,22549.25,19333.0,108.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
188,"(210.5, 0.0)","(-305.5, -241.5)",1,2,22654.5,19333.0,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.75
189,"(210.5, 440.5)","(-407.0, 440.5)",1,2,22980.0,19773.5,440.5,440.5,210.5,230.0,325.5,0,1,0,2,0,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.75
190,"(-305.5, 0.0)","(-241.5, 309.5)",2,1,23014.0,19532.0,-241.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.75
191,"(-305.5, 440.5)","(210.5, 0.0)",2,1,23119.25,19742.5,210.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.75
192,"(-241.5, 440.5)","(210.5, 440.5)",2,2,23444.75,20183.0,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
193,"(-241.5, 440.5)","(-241.5, -49.0)",1,2,23544.25,20623.5,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.75
194,"(-407.0, 309.5)","(-407.0, -49.0)",1,2,23495.5,20933.0,309.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.75
195,"(-407.0, 309.5)","(-407.0, -241.5)",1,1,23446.75,20526.0,-407.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.75
196,"(-407.0, 309.5)","(309.5, 0.0)",2,1,23601.5,20835.5,309.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.75
197,"(108.5, 309.5)","(-241.5, 108.5)",1,1,23810.5,20944.0,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.75
198,"(309.5, 440.5)","(309.5, 0.0)",1,2,24185.5,21384.5,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0,0.75
199,"(-241.5, 108.5)","(309.5, 0.0)",2,2,24340.25,21384.5,0.0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.75
200,"(108.5, 0.0)","(210.5, 0.0)",2,1,24445.5,21595.0,210.5,108.5,0.0,108.5,54.25,0,0,0,1,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.75
201,"(108.5, 0.0)","(-241.5, 0.0)",1,1,24499.75,21703.5,108.5,108.5,0.0,108.5,54.25,0,0,0,1,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.75
202,"(-241.5, 210.5)","(-407.0, 210.5)",1,1,24484.25,21462.0,-241.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.75
203,"(-407.0, 210.5)","(108.5, 309.5)",2,2,24693.25,21771.5,309.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
204,"(-407.0, -241.5)","(-305.5, -49.0)",2,1,24516.0,21466.0,-305.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.75
205,"(309.5, 440.5)","(108.5, 210.5)",1,1,24891.0,21775.5,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.75
206,"(-305.5, -241.5)","(108.5, 440.5)",2,2,25165.5,22216.0,440.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
207,"(-49.0, 0.0)","(210.5, 309.5)",2,2,25425.5,22525.5,309.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
208,"(440.5, 0.0)","(309.5, 0.0)",1,1,25645.75,22966.0,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.75
209,"(-305.5, 108.5)","(-241.5, 0.0)",1,1,25547.25,22660.5,-305.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.75
210,"(-305.5, 210.5)","(-407.0, -49.0)",1,2,25499.75,22871.0,210.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.75
211,"(309.5, 0.0)","(-305.5, 210.5)",1,2,25654.5,22871.0,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.75
212,"(-305.5, -241.5)","(-407.0, 108.5)",2,1,25505.25,22464.0,-407.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.75
213,"(440.5, 0.0)","(108.5, 309.5)",1,1,25725.5,22904.5,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
214,"(-407.0, 210.5)","(-49.0, 440.5)",2,2,25921.25,23345.0,440.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.75
215,"(-49.0, 309.5)","(-305.5, 210.5)",1,2,26051.5,23654.5,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.75
216,"(309.5, 440.5)","(-305.5, 309.5)",1,2,26426.5,24095.0,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.75
217,"(-407.0, 440.5)","(-241.5, 108.5)",1,2,26443.25,24535.5,440.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.75
218,"(-407.0, 440.5)","(-305.5, 440.5)",2,1,26510.75,24230.0,-305.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.75
219,"(-407.0, 108.5)","(309.5, 440.5)",2,2,26885.75,24670.5,440.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
220,"(-407.0, 108.5)","(-407.0, 309.5)",2,2,26837.0,24980.0,309.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.75
221,"(-305.5, 210.5)","(108.5, 309.5)",2,1,27046.0,25088.5,108.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.75
222,"(108.5, 440.5)","(-407.0, 210.5)",1,2,27320.5,25529.0,440.5,440.5,108.5,332.0,274.5,0,1,0,2,0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.75
