round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,eta
117,"(-241.5, 440.5)","(309.5, 440.5)",2,1,15543.25,11232.0,309.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
118,"(-305.5, 0.0)","(210.5, 0.0)",2,1,15648.5,11442.5,210.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
119,"(108.5, 309.5)","(210.5, 309.5)",2,1,15908.5,11653.0,210.5,309.5,108.5,201.0,209.0,0,1,0,2,0,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.5
120,"(210.5, 440.5)","(-305.5, -49.0)",1,2,16234.0,12093.5,440.5,440.5,210.5,230.0,325.5,0,1,0,2,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0,0.5
121,"(-305.5, 210.5)","(309.5, 440.5)",2,2,16609.0,12534.0,440.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
122,"(-49.0, 210.5)","(-305.5, 440.5)",1,2,16689.75,12744.5,210.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.5
123,"(-241.5, 309.5)","(-241.5, -49.0)",1,1,16723.75,12503.0,-241.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.5
124,"(-305.5, 309.5)","(-305.5, 108.5)",1,1,16725.75,12197.5,-305.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.5
125,"(-305.5, -241.5)","(-241.5, 210.5)",2,1,16710.25,11956.0,-241.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.5
126,"(-241.5, 108.5)","(-407.0, 210.5)",1,1,16643.75,11714.5,-241.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.5
127,"(-49.0, 440.5)","(-407.0, -49.0)",1,2,16839.5,12155.0,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.5
128,"(-305.5, 440.5)","(108.5, 210.5)",2,2,16999.0,12365.5,210.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
129,"(309.5, 0.0)","(-305.5, -49.0)",1,2,17153.75,12365.5,0.0,309.5,0.0,309.5,154.75,0,0,0,1,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.5
130,"(309.5, 0.0)","(-305.5, 309.5)",1,1,17308.5,12675.0,309.5,309.5,0.0,309.5,154.75,0,0,0,1,0,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.5
131,"(440.5, 0.0)","(-305.5, -241.5)",1,1,17528.75,13115.5,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.5
132,"(108.5, 0.0)","(-49.0, 210.5)",2,1,17609.5,13066.5,-49.0,108.5,0.0,108.5,54.25,0,0,0,1,0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.5
133,"(-241.5, 440.5)","(-305.5, 309.5)",1,1,17709.0,12825.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.5
134,"(-407.0, 0.0)","(-305.5, 210.5)",2,1,17661.5,12519.5,-305.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.5
135,"(-241.5, 440.5)","(-241.5, 108.5)",1,2,17761.0,12960.0,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.5
136,"(-241.5, 0.0)","(-305.5, 309.5)",2,2,17763.0,13269.5,309.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.5
137,"(-49.0, 309.5)","(-49.0, 440.5)",2,1,17958.75,13220.5,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.5
138,"(-241.5, 0.0)","(108.5, 440.5)",2,2,18233.25,13661.0,440.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
139,"(-305.5, 108.5)","(-241.5, -49.0)",1,1,18134.75,13355.5,-305.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.5
140,"(108.5, 309.5)","(-241.5, 108.5)",1,2,18343.75,13665.0,309.5,309.5,108.5,201.0,209.0,0,1,0,2,0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
141,"(-49.0, 0.0)","(210.5, 440.5)",2,2,18669.25,14105.5,440.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
142,"(-241.5, 309.5)","(108.5, 0.0)",2,2,18723.5,14105.5,0.0,309.5,-241.5,551.0,34.0,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.5
143,"(309.5, 0.0)","(309.5, 440.5)",2,2,19098.5,14546.0,440.5,309.5,0.0,309.5,154.75,0,0,0,1,0,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
144,"(108.5, 309.5)","(-305.5, 0.0)",1,1,19307.5,14654.5,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0,0.5
145,"(309.5, 0.0)","(108.5, 0.0)",1,1,19462.25,14964.0,309.5,309.5,0.0,309.5,154.75,0,0,0,1,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.5
146,"(-241.5, -49.0)","(-407.0, 0.0)",1,2,19317.0,14915.0,-49.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.5
147,"(-407.0, 108.5)","(-407.0, 440.5)",2,2,19333.75,15355.5,440.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.5
148,"(-407.0, 309.5)","(210.5, 309.5)",2,1,19593.75,15566.0,210.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
149,"(-305.5, 309.5)","(108.5, 309.5)",2,1,19802.75,15674.5,108.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
150,"(-49.0, 210.5)","(-305.5, 0.0)",1,1,19883.5,15625.5,-49.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.5
151,"(-305.5, 440.5)","(-241.5, -49.0)",1,2,19951.0,16066.0,440.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.5
152,"(-49.0, 210.5)","(-305.5, -241.5)",1,2,20031.75,16276.5,210.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.5
153,"(-241.5, 309.5)","(-407.0, 440.5)",1,1,20065.75,16035.0,-241.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.5
154,"(-241.5, -49.0)","(-407.0, -241.5)",1,2,19920.5,15986.0,-49.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
155,"(108.5, 309.5)","(-49.0, 440.5)",1,1,20129.5,16094.5,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
156,"(-305.5, 210.5)","(108.5, 0.0)",2,2,20183.75,16094.5,0.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.5
157,"(-49.0, 440.5)","(-407.0, 210.5)",1,1,20379.5,16045.5,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.5
158,"(-305.5, 309.5)","(-241.5, 309.5)",2,1,20413.5,15804.0,-241.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
159,"(-407.0, 440.5)","(-241.5, 440.5)",2,1,20513.0,15562.5,-241.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.5
160,"(-305.5, -241.5)","(-407.0, 309.5)",2,2,20464.25,15872.0,309.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.5
161,"(-407.0, -241.5)","(-49.0, 309.5)",2,1,20594.5,15823.0,-49.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.5
162,"(-241.5, 108.5)","(108.5, 440.5)",2,1,20869.0,15931.5,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
163,"(108.5, 0.0)","(-305.5, 440.5)",2,2,20936.5,16372.0,440.5,108.5,0.0,108.5,54.25,0,0,0,1,0,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.5
164,"(-407.0, 0.0)","(108.5, 0.0)",2,2,20990.75,16372.0,0.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.5
165,"(210.5, 440.5)","(-241.5, 0.0)",1,2,21316.25,16812.5,440.5,440.5,210.5,230.0,325.5,0,1,0,2,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0,0.5
166,"(-305.5, 0.0)","(-305.5, -241.5)",1,2,21163.5,16812.5,0.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.5
167,"(-305.5, 0.0)","(440.5, 0.0)",2,2,21383.75,16812.5,0.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.5
168,"(-305.5, -241.5)","(-407.0, 440.5)",2,2,21400.5,17253.0,440.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.5
169,"(-305.5, -241.5)","(-305.5, 309.5)",2,2,21402.5,17562.5,309.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.5
170,"(108.5, 309.5)","(-407.0, 440.5)",1,1,21611.5,17671.0,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
171,"(-305.5, 309.5)","(210.5, 0.0)",2,2,21716.75,17671.0,0.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
172,"(-407.0, 210.5)","(309.5, 440.5)",2,1,22091.75,17980.5,309.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
173,"(-241.5, 108.5)","(-407.0, -49.0)",1,1,22025.25,17739.0,-241.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.5
174,"(-305.5, 210.5)","(309.5, 440.5)",2,2,22400.25,18179.5,440.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
175,"(-241.5, 0.0)","(-49.0, 210.5)",2,1,22481.0,18130.5,-49.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.5
176,"(-49.0, 0.0)","(-305.5, 210.5)",1,2,22456.5,18130.5,0.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.5
177,"(-241.5, 309.5)","(-407.0, 108.5)",1,2,22490.5,18440.0,309.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.5
178,"(-305.5, 108.5)","(-49.0, 440.5)",2,2,22686.25,18880.5,440.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.5
179,"(-241.5, 108.5)","(108.5, 309.5)",2,2,22895.25,19190.0,309.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
180,"(-407.0, 440.5)","(210.5, 309.5)",2,2,23155.25,19499.5,309.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
181,"(309.5, 440.5)","(440.5, 0.0)",1,1,23530.25,19809.0,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0,0.5
182,"(-241.5, -49.0)","(-407.0, 309.5)",2,1,23481.5,19402.0,-407.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.5
183,"(309.5, 440.5)","(-49.0, 210.5)",1,1,23856.5,19711.5,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
184,"(-49.0, 440.5)","(-305.5, -241.5)",1,2,24052.25,20152.0,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.5
185,"(-241.5, 210.5)","(-49.0, 0.0)",1,1,24036.75,19910.5,-241.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.5
186,"(-407.0, 108.5)","(210.5, 440.5)",2,2,24362.25,20351.0,440.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
187,"(108.5, 440.5)","(-241.5, 210.5)",1,2,24636.75,20791.5,440.5,440.5,108.5,332.0,274.5,0,1,0,2,0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
188,"(440.5, 0.0)","(-305.5, -241.5)",1,2,24857.0,20791.5,0.0,440.5,0.0,440.5,220.25,0,0,0,1,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.5
189,"(-305.5, 108.5)","(309.5, 440.5)",2,1,25232.0,21101.0,309.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
190,"(-49.0, 440.5)","(-407.0, -241.5)",1,2,25427.75,21541.5,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
191,"(-241.5, -49.0)","(309.5, 0.0)",2,2,25582.5,21541.5,0.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.5
192,"(-49.0, 309.5)","(-407.0, -241.5)",1,1,25712.75,21492.5,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
193,"(-407.0, 210.5)","(-241.5, 440.5)",2,1,25812.25,21251.0,-241.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.5
194,"(-305.5, 108.5)","(-49.0, 0.0)",2,2,25787.75,21251.0,0.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.5
195,"(-241.5, 0.0)","(-49.0, 440.5)",2,1,25983.5,21202.0,-49.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.5
196,"(-305.5, -241.5)","(210.5, 0.0)",2,1,26088.75,21412.5,210.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
197,"(-305.5, 309.5)","(210.5, 0.0)",2,2,26194.0,21412.5,0.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
198,"(309.5, 440.5)","(-241.5, 440.5)",1,1,26569.0,21722.0,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
199,"(-241.5, 440.5)","(440.5, 0.0)",2,2,26789.25,21722.0,0.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.5
200,"(-305.5, 210.5)","(-49.0, 0.0)",2,1,26764.75,21673.0,-49.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.5
201,"(-407.0, 440.5)","(108.5, 309.5)",2,1,26973.75,21781.5,108.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
202,"(-407.0, 309.5)","(-305.5, 440.5)",2,1,27041.25,21476.0,-305.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.5
203,"(-305.5, 309.5)","(-241.5, 210.5)",1,1,27043.25,21170.5,-305.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.5
204,"(210.5, 0.0)","(-241.5, 108.5)",1,2,27148.5,21170.5,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.5
205,"(-241.5, 440.5)","(-305.5, 0.0)",1,1,27248.0,20929.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.5
206,"(-241.5, 108.5)","(-407.0, -241.5)",1,2,27181.5,21037.5,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
207,"(-241.5, 440.5)","(-49.0, 0.0)",1,1,27281.0,20796.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.5
208,"(-407.0, 210.5)","(-407.0, -305.5)",1,1,27182.75,20389.0,-407.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.5
209,"(210.5, 309.5)","(-305.5, 108.5)",1,2,27442.75,20698.5,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
210,"(-407.0, 309.5)","(-407.0, -49.0)",1,1,27394.0,20291.5,-407.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.5
211,"(-241.5, 108.5)","(-49.0, 108.5)",2,1,27423.75,20242.5,-49.0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.5
212,"(-407.0, 0.0)","(-241.5, 0.0)",2,1,27303.0,20001.0,-241.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.5
213,"(-305.5, 108.5)","(108.5, 0.0)",2,1,27357.25,20109.5,108.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.5
214,"(-407.0, -241.5)","(309.5, 440.5)",2,1,27732.25,20419.0,309.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
215,"(-305.5, 440.5)","(-407.0, 309.5)",1,1,27799.75,20113.5,-305.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,,0.5
216,"(-305.5, -49.0)","(309.5, 0.0)",2,1,27954.5,20423.0,309.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.5
217,"(108.5, 309.5)","(108.5, 210.5)",1,1,28163.5,20531.5,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.5
218,"(-407.0, 309.5)","(-49.0, 210.5)",2,1,28244.25,20482.5,-49.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.5
219,"(108.5, 309.5)","(309.5, 440.5)",2,1,28619.25,20792.0,309.5,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.5
220,"(-241.5, -49.0)","(440.5, 0.0)",2,2,28839.5,20792.0,0.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.5
221,"(-49.0, 210.5)","(-49.0, 440.5)",2,1,29035.25,20743.0,-49.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.5
222,"(-49.0, 108.5)","(-49.0, 440.5)",2,2,29231.0,21183.5,440.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.5
223,"(-305.5, 309.5)","(210.5, 0.0)",2,2,29336.25,21183.5,0.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
224,"(-305.5, 440.5)","(-241.5, 0.0)",1,1,29403.75,20878.0,-305.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.5
225,"(-241.5, 108.5)","(-305.5, 108.5)",1,1,29337.25,20636.5,-241.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.5
226,"(309.5, 0.0)","(-407.0, -49.0)",1,1,29492.0,20946.0,309.5,309.5,0.0,309.5,154.75,0,0,0,1,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.5
227,"(-49.0, 0.0)","(-407.0, 108.5)",1,2,29467.5,20946.0,0.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.5
228,"(210.5, 0.0)","(-305.5, 210.5)",1,2,29572.75,20946.0,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.5
229,"(-49.0, 210.5)","(309.5, 0.0)",2,1,29727.5,21255.5,309.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.5
230,"(-49.0, 0.0)","(-407.0, 0.0)",1,2,29703.0,21255.5,0.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.5
231,"(-241.5, 210.5)","(108.5, 440.5)",2,1,29977.5,21364.0,108.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
232,"(-407.0, -241.5)","(-241.5, -49.0)",2,2,29832.25,21315.0,-49.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.5
233,"(210.5, 0.0)","(-305.5, 108.5)",1,2,29937.5,21315.0,0.0,210.5,0.0,210.5,105.25,0,0,0,1,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.5
234,"(-305.5, -241.5)","(-305.5, 210.5)",2,1,29890.0,21009.5,-305.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.5
235,"(108.5, 0.0)","(-305.5, 0.0)",1,2,29944.25,21009.5,0.0,108.5,0.0,108.5,54.25,0,0,0,1,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.5
