round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,eta
20,"(-407.0, 108.5)","(-241.5, -49.0)",2,2,3553.75,3181.0,-49.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.5
21,"(-241.5, 108.5)","(-241.5, 440.5)",2,2,3653.25,3621.5,440.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.5
22,"(-241.5, 440.5)","(-49.0, 108.5)",1,2,3752.75,4062.0,440.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.5
23,"(-407.0, -305.5)","(-305.5, -49.0)",2,1,3575.5,3756.5,-305.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.5
24,"(-305.5, 210.5)","(108.5, 0.0)",2,1,3629.75,3865.0,108.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.5
25,"(-407.0, -241.5)","(-241.5, 309.5)",2,1,3663.75,3623.5,-241.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
26,"(108.5, 210.5)","(-49.0, 0.0)",1,1,3823.25,3732.0,108.5,210.5,108.5,102.0,159.5,0,1,0,2,0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0,0.5
27,"(-407.0, 210.5)","(-241.5, 309.5)",2,2,3857.25,4041.5,309.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
28,"(-49.0, 440.5)","(309.5, 440.5)",2,2,4232.25,4482.0,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
29,"(-49.0, 440.5)","(440.5, 0.0)",2,1,4452.5,4922.5,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.5
30,"(-241.5, 309.5)","(309.5, 440.5)",2,2,4827.5,5363.0,440.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
31,"(-305.5, 108.5)","(-305.5, 440.5)",2,1,4895.0,5057.5,-305.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.5
32,"(-49.0, 0.0)","(108.5, 0.0)",2,1,4949.25,5166.0,108.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.5
33,"(-407.0, -49.0)","(-241.5, 309.5)",2,1,4983.25,4924.5,-241.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
34,"(-241.5, 210.5)","(-49.0, 440.5)",2,1,5179.0,4875.5,-49.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.5
35,"(-407.0, 108.5)","(-407.0, -241.5)",1,1,5029.75,4468.5,-407.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
36,"(-407.0, -305.5)","(210.5, 0.0)",2,2,5135.0,4468.5,0.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
37,"(108.5, 440.5)","(-49.0, 0.0)",1,1,5409.5,4577.0,108.5,440.5,108.5,332.0,274.5,0,1,0,2,0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0,0.5
38,"(-305.5, 210.5)","(-241.5, 440.5)",2,2,5509.0,5017.5,440.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.5
39,"(-241.5, 309.5)","(210.5, 309.5)",2,2,5769.0,5327.0,309.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
40,"(-305.5, -49.0)","(-49.0, 309.5)",2,1,5899.25,5278.0,-49.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.5
41,"(-305.5, -49.0)","(-49.0, 309.5)",2,1,6029.5,5229.0,-49.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.5
42,"(-305.5, 108.5)","(-305.5, 440.5)",2,2,6097.0,5669.5,440.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.5
43,"(-241.5, 210.5)","(210.5, 309.5)",2,1,6357.0,5880.0,210.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
44,"(-241.5, -49.0)","(108.5, 440.5)",2,1,6631.5,5988.5,108.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
45,"(-305.5, 0.0)","(-305.5, -241.5)",1,1,6478.75,5683.0,-305.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.5
46,"(-407.0, 210.5)","(-407.0, 440.5)",2,2,6495.5,6123.5,440.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.5
47,"(210.5, 0.0)","(210.5, 440.5)",2,1,6821.0,6334.0,210.5,210.5,0.0,210.5,105.25,0,0,0,1,0,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
48,"(-407.0, 210.5)","(-241.5, 309.5)",2,1,6855.0,6092.5,-241.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
49,"(440.5, 0.0)","(-241.5, 309.5)",1,1,7075.25,6533.0,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
50,"(309.5, 440.5)","(108.5, 0.0)",1,1,7450.25,6842.5,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0,0.5
51,"(-241.5, -49.0)","(-241.5, 210.5)",2,1,7434.75,6601.0,-241.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.5
52,"(-49.0, 0.0)","(-407.0, -305.5)",1,2,7410.25,6601.0,0.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.5
53,"(210.5, 0.0)","(210.5, 309.5)",2,1,7670.25,6811.5,210.5,210.5,0.0,210.5,105.25,0,0,0,1,0,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
54,"(-305.5, 309.5)","(-407.0, 210.5)",1,1,7672.25,6506.0,-305.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.5
55,"(-407.0, 210.5)","(-241.5, 309.5)",2,2,7706.25,6815.5,309.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
56,"(210.5, 309.5)","(108.5, 210.5)",1,2,7966.25,7125.0,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.5
57,"(-407.0, -241.5)","(-305.5, 309.5)",2,1,7968.25,6819.5,-305.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.5
58,"(-305.5, -241.5)","(210.5, 0.0)",2,2,8073.5,6819.5,0.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
59,"(-241.5, 440.5)","(-241.5, 309.5)",1,1,8173.0,6578.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.5
60,"(-407.0, 0.0)","(108.5, 309.5)",2,1,8382.0,6686.5,108.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
61,"(108.5, 0.0)","(-49.0, 440.5)",2,1,8577.75,6637.5,-49.0,108.5,0.0,108.5,54.25,0,0,0,1,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.5
62,"(-49.0, 440.5)","(-241.5, -49.0)",1,1,8773.5,6588.5,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.5
63,"(-305.5, -49.0)","(210.5, 440.5)",2,2,9099.0,7029.0,440.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
64,"(210.5, 440.5)","(210.5, 0.0)",1,1,9424.5,7239.5,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0,0.5
65,"(108.5, 0.0)","(309.5, 0.0)",2,2,9579.25,7239.5,0.0,108.5,0.0,108.5,54.25,0,0,0,1,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.5
66,"(-305.5, -241.5)","(-407.0, 0.0)",2,1,9375.75,6832.5,-407.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.5
67,"(-407.0, 309.5)","(108.5, 210.5)",2,2,9535.25,7043.0,210.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
68,"(309.5, 440.5)","(-241.5, 0.0)",1,2,9910.25,7483.5,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0,0.5
69,"(-305.5, 108.5)","(-241.5, 440.5)",2,1,10009.75,7242.0,-241.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.5
70,"(309.5, 0.0)","(108.5, 210.5)",2,2,10169.25,7452.5,210.5,309.5,0.0,309.5,154.75,0,0,0,1,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
71,"(-49.0, 309.5)","(-407.0, -241.5)",1,1,10299.5,7403.5,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
72,"(-305.5, 309.5)","(210.5, 440.5)",2,1,10625.0,7614.0,210.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
73,"(309.5, 440.5)","(-305.5, 108.5)",1,1,11000.0,7923.5,309.5,440.5,309.5,131.0,375.0,0,1,0,2,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
74,"(-305.5, 210.5)","(-305.5, 0.0)",1,1,10952.5,7618.0,-305.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.5
75,"(-241.5, 108.5)","(-407.0, 210.5)",1,1,10886.0,7376.5,-241.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.5
76,"(-241.5, 309.5)","(210.5, 0.0)",2,2,10991.25,7376.5,0.0,309.5,-241.5,551.0,34.0,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
77,"(-241.5, 0.0)","(210.5, 309.5)",2,1,11251.25,7587.0,210.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
78,"(-407.0, 108.5)","(-407.0, 0.0)",1,1,11102.0,7180.0,-407.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.5
79,"(-407.0, 108.5)","(-305.5, -49.0)",1,2,10952.75,7288.5,108.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.5
80,"(-407.0, 108.5)","(-305.5, 210.5)",2,2,10905.25,7499.0,210.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.5
81,"(108.5, 210.5)","(-407.0, -49.0)",1,1,11064.75,7607.5,108.5,210.5,108.5,102.0,159.5,0,1,0,2,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0,0.5
82,"(108.5, 309.5)","(-305.5, 309.5)",1,2,11273.75,7917.0,309.5,309.5,108.5,201.0,209.0,0,1,0,2,0,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
83,"(108.5, 0.0)","(-241.5, -49.0)",1,1,11328.0,8025.5,108.5,108.5,0.0,108.5,54.25,0,0,0,1,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.5
84,"(-49.0, 309.5)","(-407.0, -241.5)",1,1,11458.25,7976.5,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
85,"(-241.5, 309.5)","(210.5, 309.5)",2,2,11718.25,8286.0,309.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
86,"(-407.0, 0.0)","(-241.5, 210.5)",2,2,11702.75,8496.5,210.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.5
87,"(-305.5, -49.0)","(-305.5, 440.5)",2,1,11770.25,8191.0,-305.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.5
88,"(-305.5, 210.5)","(-49.0, 0.0)",2,1,11745.75,8142.0,-49.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.5
89,"(-305.5, 108.5)","(108.5, 210.5)",2,1,11905.25,8250.5,108.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
90,"(309.5, 440.5)","(-241.5, 309.5)",1,2,12280.25,8691.0,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0,0.5
91,"(-49.0, 210.5)","(108.5, 440.5)",2,1,12554.75,8799.5,108.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
92,"(-305.5, 210.5)","(-305.5, 108.5)",1,1,12507.25,8494.0,-305.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.5
93,"(-407.0, 0.0)","(-241.5, 210.5)",2,2,12491.75,8704.5,210.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.5
94,"(-241.5, 440.5)","(108.5, 309.5)",2,1,12700.75,8813.0,108.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
95,"(440.5, 0.0)","(-407.0, -241.5)",1,1,12921.0,9253.5,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
96,"(309.5, 0.0)","(-49.0, 108.5)",1,1,13075.75,9563.0,309.5,309.5,0.0,309.5,154.75,0,0,0,1,0,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.5
97,"(-305.5, 309.5)","(-305.5, 0.0)",1,1,13077.75,9257.5,-305.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.5
98,"(-241.5, 108.5)","(-305.5, 309.5)",2,1,13079.75,8952.0,-305.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.5
99,"(-407.0, 309.5)","(-407.0, 210.5)",1,1,13031.0,8545.0,-407.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.5
100,"(-49.0, 0.0)","(210.5, 0.0)",2,2,13136.25,8545.0,0.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.5
101,"(-49.0, 309.5)","(-305.5, 210.5)",1,2,13266.5,8854.5,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.5
102,"(-305.5, 0.0)","(108.5, 210.5)",2,1,13426.0,8963.0,108.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
103,"(309.5, 440.5)","(309.5, 0.0)",1,2,13801.0,9403.5,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0,0.5
104,"(-407.0, -241.5)","(-305.5, -49.0)",2,2,13623.75,9354.5,-49.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.5
105,"(108.5, 440.5)","(-407.0, -305.5)",1,2,13898.25,9795.0,440.5,440.5,108.5,332.0,274.5,0,1,0,2,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0,0.5
106,"(-241.5, -49.0)","(-305.5, 0.0)",1,1,13753.0,9553.5,-241.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.5
107,"(108.5, 210.5)","(108.5, 309.5)",2,1,13962.0,9662.0,108.5,210.5,108.5,102.0,159.5,0,1,0,2,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.5
108,"(-407.0, 0.0)","(-305.5, 440.5)",2,1,14029.5,9356.5,-305.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.5
109,"(-407.0, -305.5)","(108.5, 440.5)",2,1,14304.0,9465.0,108.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
110,"(-49.0, 440.5)","(-407.0, -305.5)",1,2,14499.75,9905.5,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.5
111,"(-49.0, 309.5)","(-49.0, 210.5)",1,2,14630.0,10215.0,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.5
112,"(108.5, 210.5)","(440.5, 0.0)",2,1,14850.25,10655.5,440.5,210.5,108.5,102.0,159.5,0,1,0,2,0,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0,0.5
113,"(-241.5, 0.0)","(-407.0, -241.5)",1,1,14729.5,10414.0,-241.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.5
114,"(-241.5, -49.0)","(-305.5, -49.0)",1,1,14584.25,10172.5,-241.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.5
115,"(-241.5, -49.0)","(108.5, 309.5)",2,2,14793.25,10482.0,309.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,,0.5
116,"(309.5, 440.5)","(-407.0, -241.5)",1,2,15168.25,10922.5,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0,0.5
